游戏日,烹饪店,轻装店,重装店
102,6527[26108] - 1722[34440],7[28] - 227[7220],6[30] - 7[455]
103,6402[25608] - 1737[34740],7[28] - 227[7220],6[30] - 7[455]
104,9805[39220] - 1764[35280],7[28] - 227[7220],6[30] - 7[455]
105,9625[38500] - 1800[36000],7[28] - 227[7220],6[30] - 7[455]
106,9455[37820] - 1834[36680],7[28] - 227[7220],6[30] - 7[455]
107,9320[37280] - 1860[37200],7[28] - 227[7220],6[30] - 7[455]
108,11165[44660] - 1891[37820],7[28] - 227[7220],6[30] - 7[455]
109,11025[44100] - 1909[38180],7[28] - 227[7220],6[30] - 7[455]
110,10885[43540] - 1937[38740],7[28] - 227[7220],6[30] - 7[455]
111,10720[42880] - 1970[39400],7[28] - 227[7220],6[30] - 7[455]
112,10545[42180] - 2005[40100],7[28] - 227[7220],6[30] - 7[455]
113,10405[41620] - 2033[40660],7[28] - 227[7220],6[30] - 7[455]
114,10315[41260] - 2051[41020],7[28] - 227[7220],6[30] - 7[455]
115,10170[40680] - 2070[41400],7[28] - 227[7220],6[30] - 7[455]
116,10000[40000] - 2103[42060],7[28] - 227[7220],6[30] - 7[455]
117,9855[39420] - 2133[42660],7[28] - 227[7220],6[30] - 7[455]
118,9725[38900] - 2159[43180],7[28] - 227[7220],6[30] - 7[455]
119,9560[38240] - 2192[43840],7[28] - 227[7220],6[30] - 7[455]
120,9430[37720] - 2218[44360],7[28] - 227[7220],6[30] - 7[455]
121,9270[37080] - 2239[44780],7[28] - 227[7220],6[30] - 7[455]
122,12298[49192] - 2282[45640],7[28] - 227[7220],6[30] - 7[455]
123,12123[48492] - 2317[46340],7[28] - 227[7220],6[30] - 7[455]
124,11928[47712] - 2356[47120],7[28] - 227[7220],6[30] - 7[455]
125,11758[47032] - 2390[47800],7[28] - 227[7220],6[30] - 7[455]
126,11603[46412] - 2420[48400],7[28] - 227[7220],6[30] - 7[455]
127,11483[45932] - 2435[48700],7[28] - 227[7220],6[30] - 7[455]
128,12721[50884] - 2468[49360],7[28] - 227[7220],6[30] - 7[455]
129,12556[50224] - 2501[50020],7[28] - 227[7220],6[30] - 7[455]
130,12431[49724] - 2526[50520],7[28] - 227[7220],6[30] - 7[455]
131,12281[49124] - 2556[51120],7[28] - 227[7220],6[30] - 7[455]
132,12151[48604] - 2582[51640],7[28] - 227[7220],6[30] - 7[455]
133,11991[47964] - 2604[52080],7[28] - 227[7220],6[30] - 7[455]
134,13007[52028] - 2628[52560],7[28] - 227[7220],6[30] - 7[455]
135,12857[51428] - 2658[53160],7[28] - 227[7220],6[30] - 7[455]
136,12727[50908] - 2684[53680],7[28] - 227[7220],6[30] - 7[455]
137,12602[50408] - 2709[54180],7[28] - 227[7220],6[30] - 7[455]
138,12507[50028] - 2728[54560],7[28] - 227[7220],6[30] - 7[455]
139,12397[49588] - 2740[54800],7[28] - 227[7220],6[30] - 7[455]
140,12277[49108] - 2764[55280],7[28] - 227[7220],6[30] - 7[455]
141,12127[48508] - 2793[55860],7[28] - 227[7220],6[30] - 7[455]
142,12032[48128] - 2813[56260],7[28] - 227[7220],6[30] - 7[455]
143,11942[47768] - 2831[56620],7[28] - 227[7220],6[30] - 7[455]
144,11752[47008] - 2869[57380],7[28] - 227[7220],6[30] - 7[455]
145,11642[46568] - 2881[57620],7[28] - 227[7220],6[30] - 7[455]
146,11542[46168] - 2901[58020],7[28] - 227[7220],6[30] - 7[455]
147,14492[57968] - 2930[58600],7[28] - 227[7220],6[30] - 7[455]
148,14377[57508] - 2953[59060],7[28] - 227[7220],6[30] - 7[455]
149,14212[56848] - 2986[59720],7[28] - 227[7220],6[30] - 7[455]
150,14087[56348] - 3011[60220],7[28] - 227[7220],6[30] - 7[455]
151,13907[55628] - 3037[60740],7[28] - 227[7220],6[30] - 7[455]
152,13752[55008] - 3067[61340],7[28] - 227[7220],6[30] - 7[455]
153,13607[54428] - 3097[61940],7[28] - 227[7220],6[30] - 7[455]
154,13497[53988] - 3119[62380],7[28] - 227[7220],6[30] - 7[455]
155,13332[53328] - 3152[63040],7[28] - 227[7220],6[30] - 7[455]
156,13207[52828] - 3177[63540],7[28] - 227[7220],6[30] - 7[455]
157,13067[52268] - 3195[63900],7[28] - 227[7220],6[30] - 7[455]
158,12922[51688] - 3224[64480],7[28] - 227[7220],6[30] - 7[455]
159,12777[51108] - 3253[65060],7[28] - 227[7220],6[30] - 7[455]
160,12662[50648] - 3276[65520],7[28] - 227[7220],6[30] - 7[455]
161,12522[50088] - 3304[66080],7[28] - 227[7220],6[30] - 7[455]
162,12387[49548] - 3331[66620],7[28] - 227[7220],6[30] - 7[455]
163,12257[49028] - 3347[66940],7[28] - 227[7220],6[30] - 7[455]
164,12117[48468] - 3374[67480],7[28] - 227[7220],6[30] - 7[455]
165,11967[47868] - 3405[68100],7[28] - 227[7220],6[30] - 7[455]
166,11842[47368] - 3430[68600],7[28] - 227[7220],6[30] - 7[455]
167,11727[46908] - 3452[69040],7[28] - 227[7220],6[30] - 7[455]
168,11562[46248] - 3485[69700],7[28] - 227[7220],6[30] - 7[455]
1,6[24] - 6[120],5[20] - 2[60],0[0] - 1[65]
2,49[196] - 29[580],3[12] - 21[680],8[40] - 1[65]
3,78[312] - 59[1180],7[28] - 34[1095],8[40] - 1[65]
4,130[520] - 78[1560],0[0] - 48[1540],8[40] - 1[65]
5,209[836] - 106[2120],0[0] - 65[2085],8[40] - 1[65]
6,264[1056] - 134[2680],7[28] - 74[2365],7[35] - 2[135]
7,272[1088] - 158[3160],3[12] - 84[2685],1[5] - 3[185]
8,246[984] - 184[3680],4[16] - 94[3005],3[15] - 3[185]
9,194[776] - 211[4220],0[0] - 109[3470],9[45] - 4[235]
10,150[600] - 235[4700],3[12] - 121[3835],9[45] - 4[235]
11,112[448] - 257[5140],7[28] - 128[4050],1[5] - 6[355]
12,50[200] - 282[5640],2[8] - 134[4235],1[5] - 6[355]
13,4[16] - 297[5940],1[4] - 138[4365],4[20] - 6[355]
14,3[12] - 312[6240],0[0] - 142[4490],4[20] - 6[355]
15,1[4] - 329[6580],7[28] - 144[4550],4[20] - 6[355]
16,3[12] - 345[6900],5[20] - 148[4670],4[20] - 6[355]
17,4[16] - 360[7200],4[16] - 151[4765],4[20] - 6[355]
18,2[8] - 377[7540],0[0] - 156[4935],4[20] - 6[355]
19,4[16] - 383[7660],0[0] - 160[5060],4[20] - 6[355]
20,2[8] - 395[7900],5[20] - 162[5120],4[20] - 6[355]
21,0[0] - 411[8220],4[16] - 167[5275],4[20] - 6[355]
22,4[16] - 426[8520],7[28] - 169[5335],4[20] - 6[355]
23,2[8] - 437[8740],1[4] - 173[5460],4[20] - 6[355]
24,4[16] - 452[9040],4[16] - 175[5525],4[20] - 6[355]
25,4[16] - 460[9200],2[8] - 178[5615],4[20] - 6[355]
26,2[8] - 472[9440],7[28] - 181[5705],4[20] - 6[355]
27,4[16] - 489[9780],0[0] - 186[5855],4[20] - 6[355]
28,2[8] - 498[9960],3[12] - 189[5950],4[20] - 6[355]
29,4[16] - 513[10260],1[4] - 194[6115],4[20] - 6[355]
30,3[12] - 526[10520],12[48] - 197[6215],4[20] - 6[355]
31,2[8] - 523[10460],3[12] - 198[6250],4[20] - 6[355]
32,2[8] - 523[10460],3[12] - 198[6250],4[20] - 6[355]
33,2[8] - 523[10460],3[12] - 198[6250],4[20] - 6[355]
34,2[8] - 523[10460],3[12] - 198[6250],4[20] - 6[355]
35,2[8] - 523[10460],3[12] - 198[6250],4[20] - 6[355]
36,2[8] - 523[10460],3[12] - 198[6250],4[20] - 6[355]
37,2[8] - 514[10280],3[12] - 198[6250],4[20] - 6[355]
38,1901[7604] - 531[10620],3[12] - 198[6250],4[20] - 6[355]
39,1806[7224] - 550[11000],3[12] - 198[6250],4[20] - 6[355]
40,1686[6744] - 576[11520],3[12] - 198[6250],4[20] - 6[355]
41,1516[6064] - 609[12180],3[12] - 198[6250],4[20] - 6[355]
42,1376[5504] - 638[12760],3[12] - 198[6250],4[20] - 6[355]
43,1241[4964] - 655[13100],3[12] - 198[6250],4[20] - 6[355]
44,1106[4424] - 682[13640],3[12] - 198[6250],4[20] - 6[355]
45,966[3864] - 710[14200],3[12] - 198[6250],4[20] - 6[355]
46,876[3504] - 728[14560],3[12] - 198[6250],4[20] - 6[355]
47,751[3004] - 753[15060],3[12] - 198[6250],4[20] - 6[355]
48,656[2624] - 772[15440],3[12] - 198[6250],4[20] - 6[355]
49,531[2124] - 787[15740],3[12] - 198[6250],4[20] - 6[355]
50,376[1504] - 818[16360],3[12] - 198[6250],4[20] - 6[355]
51,276[1104] - 838[16760],3[12] - 198[6250],4[20] - 6[355]
52,131[524] - 867[17340],3[12] - 198[6250],4[20] - 6[355]
53,11[44] - 891[17820],3[12] - 198[6250],4[20] - 6[355]
54,1[4] - 893[17860],3[12] - 198[6250],4[20] - 6[355]
55,1[4] - 884[17680],3[12] - 198[6250],4[20] - 6[355]
56,1[4] - 884[17680],3[12] - 198[6250],4[20] - 6[355]
57,1[4] - 884[17680],3[12] - 198[6250],4[20] - 6[355]
58,4232[16928] - 909[18180],3[12] - 198[6250],4[20] - 6[355]
59,4102[16408] - 935[18700],3[12] - 198[6250],4[20] - 6[355]
60,3982[15928] - 959[19180],3[12] - 198[6250],4[20] - 6[355]
61,3842[15368] - 977[19540],3[12] - 198[6250],4[20] - 6[355]
62,3682[14728] - 1009[20180],3[12] - 198[6250],4[20] - 6[355]
63,3572[14288] - 1031[20620],3[12] - 198[6250],4[20] - 6[355]
64,3447[13788] - 1055[21100],3[12] - 198[6250],4[20] - 6[355]
65,3347[13388] - 1076[21520],3[12] - 198[6250],4[20] - 6[355]
66,3257[13028] - 1094[21880],3[12] - 198[6250],4[20] - 6[355]
67,3087[12348] - 1118[22360],3[12] - 198[6250],4[20] - 6[355]
68,2962[11848] - 1143[22860],3[12] - 198[6250],4[20] - 6[355]
68,2887[11548] - 1158[23160],3[12] - 198[6250],4[20] - 6[355]
1,109[436] - 0[0],41[164] - 5[165],4[20] - 0[0]
2,213[852] - 22[440],4[16] - 25[820],8[40] - 1[50]
3,281[1124] - 53[1060],39[156] - 39[1275],9[45] - 1[50]
4,397[1588] - 78[1560],1[4] - 56[1815],3[15] - 2[100]
5,418[1672] - 111[2220],2[8] - 70[2260],0[0] - 3[150]
6,406[1624] - 150[3000],2[8] - 81[2610],5[25] - 3[150]
7,401[1604] - 174[3480],9[36] - 92[2965],5[25] - 3[150]
8,416[1664] - 200[4000],3[12] - 103[3300],0[0] - 5[275]
9,452[1808] - 219[4380],4[16] - 107[3420],0[0] - 5[275]
10,399[1596] - 250[5000],7[28] - 112[3580],0[0] - 5[275]
11,370[1480] - 278[5560],4[16] - 116[3705],0[0] - 5[275]
12,338[1352] - 308[6160],11[44] - 119[3805],7[35] - 5[275]
13,309[1236] - 321[6420],6[24] - 123[3935],7[35] - 5[275]
14,182[728] - 362[7240],5[20] - 127[4055],7[35] - 5[275]
15,87[348] - 398[7960],3[12] - 131[4175],7[35] - 5[275]
16,44[176] - 427[8540],1[4] - 134[4270],7[35] - 5[275]
17,2[8] - 455[9100],4[16] - 135[4300],7[35] - 5[275]
18,5[20] - 470[9400],4[16] - 137[4360],7[35] - 5[275]
19,4[16] - 477[9540],6[24] - 140[4455],7[35] - 5[275]
20,2[8] - 497[9940],1[4] - 144[4580],7[35] - 5[275]
21,3[12] - 514[10280],5[20] - 145[4615],7[35] - 5[275]
22,5[20] - 530[10600],5[20] - 148[4705],7[35] - 5[275]
23,6[24] - 545[10900],3[12] - 151[4795],7[35] - 5[275]
1,65[260] - 1[20],0[0] - 0[0],2[10] - 1[100]
2,129[516] - 28[560],4[16] - 15[490],1[5] - 3[215]
1,87[348] - 0[0],3[12] - 4[120],1[5] - 0[0]
2,140[560] - 20[400],53[212] - 13[400],2[10] - 2[115]
3,115[460] - 52[1040],1[4] - 27[855],5[25] - 2[115]
4,210[840] - 77[1540],24[96] - 40[1265],5[25] - 2[115]
5,213[852] - 104[2080],5[20] - 52[1655],0[0] - 3[165]
6,257[1028] - 130[2600],0[0] - 69[2200],2[10] - 3[165]
7,262[1048] - 155[3100],2[8] - 76[2420],3[15] - 4[230]
8,237[948] - 183[3660],2[8] - 91[2895],9[45] - 4[230]
9,167[668] - 219[4380],4[16] - 100[3190],0[0] - 5[300]
10,137[548] - 245[4900],4[16] - 108[3455],5[25] - 6[370]
11,101[404] - 269[5380],2[8] - 114[3640],0[0] - 8[500]
12,61[244] - 292[5840],4[16] - 119[3800],0[0] - 8[500]
13,27[108] - 306[6120],0[0] - 122[3890],0[0] - 8[500]
14,0[0] - 329[6580],7[28] - 125[3990],0[0] - 8[500]
15,3[12] - 343[6860],0[0] - 129[4120],6[30] - 8[500]
16,2[8] - 360[7200],6[24] - 132[4210],6[30] - 8[500]
17,10[40] - 375[7500],6[24] - 135[4300],6[30] - 8[500]
18,1[4] - 395[7900],5[20] - 137[4365],6[30] - 8[500]
19,2[8] - 402[8040],6[24] - 139[4430],6[30] - 8[500]
20,0[0] - 417[8340],0[0] - 143[4565],6[30] - 8[500]
21,4[16] - 427[8540],15[60] - 145[4630],6[30] - 8[500]
22,2[8] - 445[8900],7[28] - 149[4755],6[30] - 8[500]
23,2[8] - 460[9200],3[12] - 153[4880],6[30] - 8[500]
24,1[4] - 478[9560],5[20] - 155[4940],6[30] - 8[500]
25,3[12] - 484[9680],6[24] - 156[4970],6[30] - 8[500]
26,28[112] - 498[9960],0[0] - 160[5100],6[30] - 8[500]
27,3[12] - 521[10420],1[4] - 163[5190],6[30] - 8[500]
28,2[8] - 537[10740],4[16] - 167[5315],6[30] - 8[500]
29,0[0] - 551[11020],1[4] - 170[5415],6[30] - 8[500]
30,0[0] - 567[11340],5[20] - 172[5475],6[30] - 8[500]
31,1[4] - 568[11360],0[0] - 173[5505],6[30] - 8[500]
32,1[4] - 568[11360],0[0] - 173[5505],6[30] - 8[500]
33,1[4] - 568[11360],0[0] - 173[5505],6[30] - 8[500]
34,1[4] - 568[11360],0[0] - 173[5505],6[30] - 8[500]
35,1[4] - 568[11360],0[0] - 173[5505],6[30] - 8[500]
36,1[4] - 568[11360],0[0] - 173[5505],6[30] - 8[500]
37,1[4] - 559[11180],0[0] - 173[5505],6[30] - 8[500]
38,1[4] - 559[11180],0[0] - 173[5505],6[30] - 8[500]
39,1[4] - 559[11180],0[0] - 173[5505],6[30] - 8[500]
40,1[4] - 559[11180],0[0] - 173[5505],6[30] - 8[500]
41,1[4] - 559[11180],0[0] - 173[5505],6[30] - 8[500]
42,1[4] - 559[11180],0[0] - 173[5505],6[30] - 8[500]
43,1[4] - 550[11000],0[0] - 173[5505],6[30] - 8[500]
44,1[4] - 550[11000],0[0] - 173[5505],6[30] - 8[500]
45,1[4] - 550[11000],0[0] - 173[5505],6[30] - 8[500]
46,1[4] - 550[11000],0[0] - 173[5505],6[30] - 8[500]
47,1[4] - 550[11000],0[0] - 173[5505],6[30] - 8[500]
48,1[4] - 550[11000],0[0] - 173[5505],6[30] - 8[500]
49,1[4] - 541[10820],0[0] - 173[5505],6[30] - 8[500]
50,1[4] - 541[10820],0[0] - 173[5505],6[30] - 8[500]
51,1[4] - 541[10820],0[0] - 173[5505],6[30] - 8[500]
52,1[4] - 541[10820],0[0] - 173[5505],6[30] - 8[500]
53,1[4] - 541[10820],0[0] - 173[5505],6[30] - 8[500]
54,1[4] - 541[10820],0[0] - 173[5505],6[30] - 8[500]
55,1[4] - 531[10620],0[0] - 173[5505],6[30] - 8[500]
56,1[4] - 531[10620],0[0] - 173[5505],6[30] - 8[500]
57,1[4] - 531[10620],0[0] - 173[5505],6[30] - 8[500]
58,1[4] - 531[10620],0[0] - 173[5505],6[30] - 8[500]
59,1[4] - 531[10620],0[0] - 173[5505],6[30] - 8[500]
60,6857[27428] - 534[10680],0[0] - 173[5505],6[30] - 8[500]
61,6702[26808] - 555[11100],0[0] - 173[5505],6[30] - 8[500]
62,6582[26328] - 579[11580],0[0] - 173[5505],6[30] - 8[500]
63,6467[25868] - 601[12020],0[0] - 173[5505],6[30] - 8[500]
64,6362[25448] - 623[12460],0[0] - 173[5505],6[30] - 8[500]
65,6237[24948] - 647[12940],0[0] - 173[5505],6[30] - 8[500]
66,6122[24488] - 671[13420],0[0] - 173[5505],6[30] - 8[500]
67,5972[23888] - 691[13820],0[0] - 173[5505],6[30] - 8[500]
68,5807[23228] - 724[14480],0[0] - 173[5505],6[30] - 8[500]
69,5642[22568] - 757[15140],0[0] - 173[5505],6[30] - 8[500]
70,5482[21928] - 789[15780],0[0] - 173[5505],6[30] - 8[500]
71,5387[21548] - 808[16160],0[0] - 173[5505],6[30] - 8[500]
72,5247[20988] - 836[16720],0[0] - 173[5505],6[30] - 8[500]
73,5092[20368] - 857[17140],0[0] - 173[5505],6[30] - 8[500]
74,4937[19748] - 888[17760],0[0] - 173[5505],6[30] - 8[500]
75,4782[19128] - 919[18380],0[0] - 173[5505],6[30] - 8[500]
76,4672[18688] - 941[18820],0[0] - 173[5505],6[30] - 8[500]
77,4532[18128] - 969[19380],0[0] - 173[5505],6[30] - 8[500]
78,4372[17488] - 1001[20020],0[0] - 173[5505],6[30] - 8[500]
79,4232[16928] - 1019[20380],0[0] - 173[5505],6[30] - 8[500]
80,4077[16308] - 1050[21000],0[0] - 173[5505],6[30] - 8[500]
81,3902[15608] - 1085[21700],0[0] - 173[5505],6[30] - 8[500]
82,3772[15088] - 1111[22220],0[0] - 173[5505],6[30] - 8[500]
83,3622[14488] - 1141[22820],0[0] - 173[5505],6[30] - 8[500]
84,3497[13988] - 1166[23320],0[0] - 173[5505],6[30] - 8[500]
85,3412[13648] - 1173[23460],0[0] - 173[5505],6[30] - 8[500]
86,3262[13048] - 1203[24060],0[0] - 173[5505],6[30] - 8[500]
87,3122[12488] - 1231[24620],0[0] - 173[5505],6[30] - 8[500]
88,3027[12108] - 1250[25000],0[0] - 173[5505],6[30] - 8[500]
89,9108[36432] - 1272[25440],0[0] - 173[5505],6[30] - 8[500]
90,8988[35952] - 1296[25920],0[0] - 173[5505],6[30] - 8[500]
91,8883[35532] - 1307[26140],0[0] - 173[5505],6[30] - 8[500]
92,8753[35012] - 1333[26660],0[0] - 173[5505],6[30] - 8[500]
93,8633[34532] - 1357[27140],0[0] - 173[5505],6[30] - 8[500]
94,8528[34112] - 1378[27560],0[0] - 173[5505],6[30] - 8[500]
95,8408[33632] - 1402[28040],0[0] - 173[5505],6[30] - 8[500]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,78[312] - 12[240],4[16] - 19[620],2[10] - 1[65]
3,81[324] - 44[880],2[8] - 36[1160],9[45] - 1[65]
4,118[472] - 78[1560],5[20] - 52[1670],0[0] - 2[130]
5,165[660] - 102[2040],6[24] - 63[2010],0[0] - 3[180]
6,193[772] - 131[2620],6[24] - 73[2335],2[10] - 3[180]
7,139[556] - 151[3020],4[16] - 88[2805],2[10] - 4[230]
8,123[492] - 186[3720],2[8] - 99[3165],2[10] - 5[280]
9,99[396] - 214[4280],13[52] - 109[3480],2[10] - 5[280]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,58[232] - 17[340],37[148] - 11[355],3[15] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,30[120] - 1[20],1[4] - 3[100],3[15] - 0[0]
2,171[684] - 24[480],2[8] - 25[790],1[5] - 1[70]
3,218[872] - 58[1160],3[12] - 43[1360],9[45] - 1[70]
1,29[116] - 2[40],5[20] - 3[90],0[0] - 1[65]
2,61[244] - 34[680],31[124] - 18[560],0[0] - 2[115]
3,101[404] - 55[1100],53[212] - 31[975],6[30] - 2[115]
4,137[548] - 81[1620],2[8] - 50[1580],0[0] - 4[230]
5,144[576] - 106[2120],6[24] - 60[1895],3[15] - 5[280]
6,178[712] - 131[2620],0[0] - 73[2315],6[30] - 6[370]
7,164[656] - 150[3000],5[20] - 86[2725],6[30] - 6[370]
8,168[672] - 180[3600],4[16] - 96[3045],6[30] - 6[370]
9,144[576] - 209[4180],0[0] - 104[3300],6[30] - 6[370]
10,179[716] - 227[4540],3[12] - 111[3525],6[30] - 6[370]
11,169[676] - 250[5000],7[28] - 117[3710],4[20] - 7[445]
12,147[588] - 272[5440],2[8] - 120[3800],4[20] - 7[445]
13,112[448] - 283[5660],3[12] - 124[3920],4[20] - 7[445]
14,88[352] - 298[5960],1[4] - 128[4040],4[20] - 7[445]
15,54[216] - 316[6320],1[4] - 131[4135],4[20] - 7[445]
15,1[4] - 339[6780],4[16] - 134[4230],4[20] - 7[445]
1,4[16] - 3[60],6[24] - 5[150],1[5] - 1[50]
1,54[216] - 0[0],4[16] - 2[65],4[20] - 0[0]
2,69[276] - 29[580],7[28] - 20[630],7[35] - 0[0]
3,156[624] - 55[1100],4[16] - 40[1255],9[45] - 0[0]
4,225[900] - 78[1560],0[0] - 54[1685],0[0] - 1[80]
5,166[664] - 120[2400],34[136] - 67[2090],9[45] - 1[80]
6,156[624] - 153[3060],1[4] - 85[2660],4[20] - 2[170]
7,143[572] - 178[3560],2[8] - 96[2995],4[20] - 2[170]
8,118[472] - 209[4180],2[8] - 110[3430],3[15] - 3[235]
9,69[276] - 240[4800],7[28] - 118[3680],9[45] - 4[300]
10,51[204] - 268[5360],4[16] - 124[3875],9[45] - 4[300]
11,0[0] - 293[5860],3[12] - 131[4090],9[45] - 4[300]
12,6[24] - 308[6160],5[20] - 136[4245],4[20] - 6[430]
13,1[4] - 315[6300],2[8] - 141[4395],4[20] - 6[430]
14,2[8] - 328[6560],4[16] - 145[4520],4[20] - 6[430]
15,0[0] - 343[6860],5[20] - 150[4675],4[20] - 6[430]
16,0[0] - 359[7180],2[8] - 156[4865],4[20] - 6[430]
17,3[12] - 375[7500],5[20] - 160[4990],4[20] - 6[430]
18,4[16] - 388[7760],0[0] - 166[5175],4[20] - 6[430]
19,2[8] - 393[7860],9[36] - 169[5270],4[20] - 6[430]
20,0[0] - 407[8140],7[28] - 175[5450],4[20] - 6[430]
21,1[4] - 420[8400],5[20] - 181[5635],4[20] - 6[430]
22,3[12] - 432[8640],0[0] - 187[5815],4[20] - 6[430]
23,3[12] - 444[8880],5[20] - 190[5910],4[20] - 6[430]
24,0[0] - 461[9220],1[4] - 196[6095],4[20] - 6[430]
25,4[16] - 461[9220],4[16] - 202[6275],4[20] - 6[430]
26,0[0] - 477[9540],7[28] - 207[6425],4[20] - 6[430]
27,4[16] - 492[9840],7[28] - 210[6525],4[20] - 6[430]
28,2[8] - 510[10200],3[12] - 216[6705],4[20] - 6[430]
29,0[0] - 524[10480],2[8] - 220[6835],4[20] - 6[430]
30,2[8] - 539[10780],0[0] - 225[6990],4[20] - 6[430]
31,2[8] - 539[10780],5[20] - 226[7025],4[20] - 6[430]
32,2[8] - 539[10780],5[20] - 226[7025],4[20] - 6[430]
33,2[8] - 539[10780],5[20] - 226[7025],4[20] - 6[430]
34,2[8] - 539[10780],5[20] - 226[7025],4[20] - 6[430]
35,2[8] - 539[10780],5[20] - 226[7025],4[20] - 6[430]
36,2[8] - 539[10780],5[20] - 226[7025],4[20] - 6[430]
37,2[8] - 530[10600],5[20] - 226[7025],4[20] - 6[430]
38,2[8] - 530[10600],5[20] - 226[7025],4[20] - 6[430]
39,2253[9012] - 554[11080],5[20] - 226[7025],4[20] - 6[430]
40,2048[8192] - 595[11900],5[20] - 226[7025],4[20] - 6[430]
41,1868[7472] - 631[12620],5[20] - 226[7025],4[20] - 6[430]
42,1713[6852] - 662[13240],5[20] - 226[7025],4[20] - 6[430]
43,1538[6152] - 687[13740],5[20] - 226[7025],4[20] - 6[430]
44,1408[5632] - 713[14260],5[20] - 226[7025],4[20] - 6[430]
45,1278[5112] - 739[14780],5[20] - 226[7025],4[20] - 6[430]
46,1093[4372] - 776[15520],5[20] - 226[7025],4[20] - 6[430]
47,3031[12124] - 806[16120],5[20] - 226[7025],4[20] - 6[430]
48,2926[11704] - 828[16560],5[20] - 226[7025],4[20] - 6[430]
49,2751[11004] - 853[17060],5[20] - 226[7025],4[20] - 6[430]
50,2576[10304] - 888[17760],5[20] - 226[7025],4[20] - 6[430]
51,2466[9864] - 910[18200],5[20] - 226[7025],4[20] - 6[430]
52,2341[9364] - 935[18700],5[20] - 226[7025],4[20] - 6[430]
53,3684[14736] - 962[19240],5[20] - 226[7025],4[20] - 6[430]
54,3544[14176] - 990[19800],5[20] - 226[7025],4[20] - 6[430]
55,3404[13616] - 1008[20160],5[20] - 226[7025],4[20] - 6[430]
56,3254[13016] - 1038[20760],5[20] - 226[7025],4[20] - 6[430]
57,3129[12516] - 1063[21260],5[20] - 226[7025],4[20] - 6[430]
58,2989[11956] - 1091[21820],5[20] - 226[7025],4[20] - 6[430]
59,2819[11276] - 1125[22500],5[20] - 226[7025],4[20] - 6[430]
60,2694[10776] - 1150[23000],5[20] - 226[7025],4[20] - 6[430]
61,2529[10116] - 1173[23460],5[20] - 226[7025],4[20] - 6[430]
62,2394[9576] - 1200[24000],5[20] - 226[7025],4[20] - 6[430]
63,2264[9056] - 1226[24520],5[20] - 226[7025],4[20] - 6[430]
64,2099[8396] - 1258[25160],5[20] - 226[7025],4[20] - 6[430]
65,1959[7836] - 1287[25740],5[20] - 226[7025],4[20] - 6[430]
66,1824[7296] - 1314[26280],5[20] - 226[7025],4[20] - 6[430]
67,1719[6876] - 1325[26500],5[20] - 226[7025],4[20] - 6[430]
68,1609[6436] - 1347[26940],5[20] - 226[7025],4[20] - 6[430]
69,1474[5896] - 1374[27480],5[20] - 226[7025],4[20] - 6[430]
70,1374[5496] - 1394[27880],5[20] - 226[7025],4[20] - 6[430]
71,1254[5016] - 1417[28340],5[20] - 226[7025],4[20] - 6[430]
72,1129[4516] - 1443[28860],5[20] - 226[7025],4[20] - 6[430]
73,1014[4056] - 1456[29120],5[20] - 226[7025],4[20] - 6[430]
74,894[3576] - 1479[29580],5[20] - 226[7025],4[20] - 6[430]
75,779[3116] - 1503[30060],5[20] - 226[7025],4[20] - 6[430]
76,639[2556] - 1531[30620],5[20] - 226[7025],4[20] - 6[430]
77,499[1996] - 1558[31160],5[20] - 226[7025],4[20] - 6[430]
78,344[1376] - 1590[31800],5[20] - 226[7025],4[20] - 6[430]
79,194[776] - 1610[32200],5[20] - 226[7025],4[20] - 6[430]
80,34[136] - 1642[32840],5[20] - 226[7025],4[20] - 6[430]
81,4[16] - 1648[32960],5[20] - 226[7025],4[20] - 6[430]
82,6958[27832] - 1675[33500],5[20] - 226[7025],4[20] - 6[430]
83,6888[27552] - 1689[33780],5[20] - 226[7025],4[20] - 6[430]
84,6763[27052] - 1714[34280],5[20] - 226[7025],4[20] - 6[430]
85,6608[26432] - 1735[34700],5[20] - 226[7025],4[20] - 6[430]
86,6468[25872] - 1763[35260],5[20] - 226[7025],4[20] - 6[430]
1,1[4] - 5[100],3[12] - 4[125],9[45] - 0[0]
2,57[228] - 38[760],5[20] - 18[570],9[45] - 0[0]
3,134[536] - 70[1400],3[12] - 38[1205],2[10] - 1[50]
4,82[328] - 105[2100],3[12] - 51[1625],1[5] - 2[100]
5,56[224] - 142[2840],4[16] - 71[2245],0[0] - 3[150]
6,42[168] - 170[3400],5[20] - 82[2590],0[0] - 3[150]
7,43[172] - 191[3820],3[12] - 95[2990],2[10] - 3[150]
8,2[8] - 228[4560],7[28] - 104[3265],4[20] - 3[150]
9,3[12] - 252[5040],7[28] - 113[3540],5[25] - 5[275]
10,2[8] - 273[5460],0[0] - 123[3850],5[25] - 5[275]
10,0[0] - 291[5820],6[24] - 128[4005],5[25] - 5[275]
