游戏日,烹饪店,轻装店,重装店
94,431[1295] - 2400[84010],6[24] - 489[15465],7[35] - 0[0]
95,39[119] - 2428[85130],6[24] - 489[15465],7[35] - 0[0]
96,11[35] - 2430[85210],6[24] - 489[15465],7[35] - 0[0]
97,11[35] - 2429[85160],6[24] - 489[15465],7[35] - 0[0]
98,11[35] - 2429[85160],6[24] - 489[15465],7[35] - 0[0]
99,11[35] - 2429[85160],6[24] - 489[15465],7[35] - 0[0]
100,11[35] - 2427[85060],6[24] - 489[15465],7[35] - 0[0]
101,11[35] - 2427[85060],6[24] - 489[15465],7[35] - 0[0]
102,11[35] - 2427[85060],6[24] - 489[15465],7[35] - 0[0]
103,11[35] - 2422[84810],6[24] - 489[15465],7[35] - 0[0]
104,11[35] - 2422[84810],6[24] - 489[15465],7[35] - 0[0]
105,11[35] - 2422[84810],6[24] - 489[15465],7[35] - 0[0]
106,11[35] - 2421[84760],6[24] - 489[15465],7[35] - 0[0]
107,11[35] - 2421[84760],6[24] - 489[15465],7[35] - 0[0]
108,11[35] - 2421[84760],6[24] - 489[15465],7[35] - 0[0]
109,11[35] - 2421[84760],6[24] - 489[15465],7[35] - 0[0]
110,11[35] - 2421[84760],6[24] - 489[15465],7[35] - 0[0]
111,11[35] - 2421[84760],6[24] - 489[15465],7[35] - 0[0]
112,11[35] - 2419[84660],6[24] - 489[15465],7[35] - 0[0]
113,11[35] - 2419[84660],6[24] - 489[15465],7[35] - 0[0]
114,11[35] - 2419[84660],6[24] - 489[15465],7[35] - 0[0]
115,11[35] - 2417[84560],6[24] - 489[15465],7[35] - 0[0]
116,11[35] - 2417[84560],6[24] - 489[15465],7[35] - 0[0]
117,11[35] - 2417[84560],6[24] - 489[15465],7[35] - 0[0]
118,11[35] - 2412[84310],6[24] - 489[15465],7[35] - 0[0]
119,11[35] - 2412[84310],6[24] - 489[15465],7[35] - 0[0]
120,11[35] - 2412[84310],6[24] - 489[15465],7[35] - 0[0]
121,11[35] - 2411[84260],6[24] - 489[15465],7[35] - 0[0]
122,11[35] - 2411[84260],6[24] - 489[15465],7[35] - 0[0]
123,11[35] - 2411[84260],6[24] - 489[15465],7[35] - 0[0]
124,11[35] - 2411[84260],6[24] - 489[15465],7[35] - 0[0]
125,11[35] - 2411[84260],6[24] - 489[15465],7[35] - 0[0]
126,11[35] - 2411[84260],6[24] - 489[15465],7[35] - 0[0]
127,11[35] - 2409[84160],6[24] - 489[15465],7[35] - 0[0]
128,11[35] - 2409[84160],6[24] - 489[15465],7[35] - 0[0]
129,11[35] - 2409[84160],6[24] - 489[15465],7[35] - 0[0]
130,51841[160454] - 2418[84410],6[24] - 489[15465],7[35] - 0[0]
131,50806[157165] - 2525[87550],6[24] - 489[15465],7[35] - 0[0]
132,49902[154253] - 2629[90350],6[24] - 489[15465],7[35] - 0[0]
133,48961[151261] - 2724[93000],6[24] - 489[15465],7[35] - 0[0]
134,48063[148410] - 2819[95730],6[24] - 489[15465],7[35] - 0[0]
135,47153[145503] - 2918[98590],6[24] - 489[15465],7[35] - 0[0]
136,46392[143020] - 3008[100890],6[24] - 489[15465],7[35] - 0[0]
137,45493[140108] - 3112[103680],6[24] - 489[15465],7[35] - 0[0]
138,44568[137153] - 3214[106510],6[24] - 489[15465],7[35] - 0[0]
139,43560[133944] - 3320[109650],6[24] - 489[15465],7[35] - 0[0]
140,42670[131081] - 3423[112410],6[24] - 489[15465],7[35] - 0[0]
141,41777[128235] - 3521[115160],6[24] - 489[15465],7[35] - 0[0]
142,40908[125458] - 3613[117770],6[24] - 489[15465],7[35] - 0[0]
143,39976[122518] - 3706[120570],6[24] - 489[15465],7[35] - 0[0]
144,39071[119635] - 3804[123350],6[24] - 489[15465],7[35] - 0[0]
145,38362[117309] - 3893[125500],6[24] - 489[15465],7[35] - 0[0]
146,37521[114564] - 3994[128150],6[24] - 489[15465],7[35] - 0[0]
147,37005[112850] - 4060[129760],6[24] - 489[15465],7[35] - 0[0]
148,36606[111492] - 4113[130790],6[24] - 489[15465],7[35] - 0[0]
149,36104[109778] - 4186[132410],6[24] - 489[15465],7[35] - 0[0]
150,35663[108280] - 4249[133800],6[24] - 489[15465],7[35] - 0[0]
151,35182[106650] - 4318[135290],6[24] - 489[15465],7[35] - 0[0]
152,34700[105002] - 4386[136860],6[24] - 489[15465],7[35] - 0[0]
153,34223[103388] - 4456[138370],6[24] - 489[15465],7[35] - 0[0]
154,33856[102200] - 4504[139450],6[24] - 489[15465],7[35] - 0[0]
155,33413[100778] - 4560[140760],6[24] - 489[15465],7[35] - 0[0]
156,32949[99314] - 4612[142120],6[24] - 489[15465],7[35] - 0[0]
157,32581[98108] - 4663[143160],6[24] - 489[15465],7[35] - 0[0]
158,32165[96794] - 4710[144380],6[24] - 489[15465],7[35] - 0[0]
159,31873[95822] - 4756[145260],6[24] - 489[15465],7[35] - 0[0]
160,51209[155741] - 4802[146220],6[24] - 489[15465],7[35] - 0[0]
161,50399[153130] - 4895[148680],6[24] - 489[15465],7[35] - 0[0]
162,49481[150226] - 4990[151550],6[24] - 489[15465],7[35] - 0[0]
163,48445[146981] - 5081[154440],6[24] - 489[15465],7[35] - 0[0]
164,47600[144243] - 5178[157080],6[24] - 489[15465],7[35] - 0[0]
165,46732[141486] - 5271[159740],6[24] - 489[15465],7[35] - 0[0]
166,45918[138873] - 5358[162220],6[24] - 489[15465],7[35] - 0[0]
167,45290[136788] - 5441[164230],6[24] - 489[15465],7[35] - 0[0]
168,44790[135096] - 5510[165820],6[24] - 489[15465],7[35] - 0[0]
1,260[780] - 26[660],7[28] - 4[120],0[0] - 0[0]
2,379[1137] - 66[2230],32[128] - 24[740],0[0] - 0[0]
3,532[1596] - 100[3560],5[20] - 43[1335],0[0] - 0[0]
4,611[1833] - 138[5160],3[12] - 55[1715],0[0] - 0[0]
5,675[2025] - 174[6580],3[12] - 64[1995],0[0] - 0[0]
6,645[1935] - 218[8350],3[12] - 75[2340],0[0] - 0[0]
7,687[2061] - 246[9690],9[36] - 91[2835],0[0] - 0[0]
8,846[2538] - 280[11040],6[24] - 100[3120],0[0] - 0[0]
9,916[2748] - 317[12520],17[68] - 112[3480],0[0] - 0[0]
10,1055[3165] - 340[13580],1[4] - 131[4075],0[0] - 0[0]
11,1270[3810] - 373[14830],6[24] - 139[4325],0[0] - 0[0]
12,1424[4272] - 408[16170],7[28] - 150[4665],0[0] - 0[0]
13,1461[4383] - 444[17670],3[12] - 161[5015],0[0] - 0[0]
14,1598[4794] - 481[19130],6[24] - 171[5335],0[0] - 0[0]
15,1529[4587] - 518[20600],3[12] - 179[5595],0[0] - 0[0]
16,1431[4293] - 552[21920],5[20] - 184[5750],19[95] - 0[0]
17,1457[4371] - 586[23240],3[12] - 191[5965],5[25] - 2[120]
18,1617[4851] - 610[24190],3[12] - 201[6285],5[25] - 2[120]
19,1619[4857] - 640[25410],2[8] - 207[6480],5[25] - 2[120]
20,1572[4716] - 675[26750],3[12] - 214[6700],5[25] - 2[120]
21,1574[4722] - 711[28150],7[28] - 220[6895],5[25] - 2[120]
22,1405[4215] - 751[29690],1[4] - 229[7165],5[25] - 2[120]
23,1409[4227] - 783[30930],0[0] - 234[7325],5[25] - 2[120]
24,1434[4302] - 816[32220],7[28] - 241[7545],5[25] - 2[120]
25,1431[4293] - 849[33500],1[4] - 246[7715],5[25] - 2[120]
26,1470[4410] - 880[34740],6[24] - 253[7940],5[25] - 2[120]
27,1430[4290] - 913[36040],2[8] - 260[8150],5[25] - 2[120]
28,1468[4404] - 936[36980],2[8] - 267[8375],5[25] - 2[120]
29,1390[4170] - 970[38340],9[36] - 272[8535],5[25] - 2[120]
30,1396[4188] - 1002[39590],1[4] - 281[8825],5[25] - 2[120]
31,1050[3150] - 1033[40820],5[20] - 282[8860],5[25] - 2[120]
32,588[1764] - 1066[42140],5[20] - 282[8860],5[25] - 2[120]
33,196[588] - 1094[43260],5[20] - 282[8860],5[25] - 2[120]
34,14[42] - 1105[43700],5[20] - 282[8860],5[25] - 2[120]
35,14[42] - 1105[43700],5[20] - 282[8860],5[25] - 2[120]
36,14[42] - 1105[43700],5[20] - 282[8860],5[25] - 2[120]
37,14[42] - 1104[43660],5[20] - 282[8860],5[25] - 2[120]
38,14[42] - 1104[43660],5[20] - 282[8860],5[25] - 2[120]
39,14[42] - 1104[43660],5[20] - 282[8860],5[25] - 2[120]
40,14[42] - 1098[43420],5[20] - 282[8860],5[25] - 2[120]
41,14[42] - 1098[43420],5[20] - 282[8860],5[25] - 2[120]
42,14[42] - 1098[43420],5[20] - 282[8860],5[25] - 2[120]
43,14[42] - 1098[43420],5[20] - 282[8860],5[25] - 2[120]
44,14[42] - 1098[43420],5[20] - 282[8860],5[25] - 2[120]
45,14[42] - 1098[43420],5[20] - 282[8860],5[25] - 2[120]
46,14[42] - 1096[43340],5[20] - 282[8860],5[25] - 2[120]
47,14[42] - 1096[43340],5[20] - 282[8860],5[25] - 2[120]
48,14[42] - 1096[43340],5[20] - 282[8860],5[25] - 2[120]
49,14[42] - 1095[43300],5[20] - 282[8860],5[25] - 2[120]
50,14[42] - 1095[43300],5[20] - 282[8860],5[25] - 2[120]
51,14[42] - 1095[43300],5[20] - 282[8860],5[25] - 2[120]
52,14[42] - 1088[43020],5[20] - 282[8860],5[25] - 2[120]
53,14[42] - 1088[43020],5[20] - 282[8860],5[25] - 2[120]
54,14[42] - 1088[43020],5[20] - 282[8860],5[25] - 2[120]
55,14[42] - 1088[43020],5[20] - 282[8860],5[25] - 2[120]
56,14[42] - 1088[43020],5[20] - 282[8860],5[25] - 2[120]
57,14[42] - 1088[43020],5[20] - 282[8860],5[25] - 2[120]
58,14[42] - 1086[42940],5[20] - 282[8860],5[25] - 2[120]
59,14[42] - 1086[42940],5[20] - 282[8860],5[25] - 2[120]
60,14[42] - 1086[42940],5[20] - 282[8860],5[25] - 2[120]
61,14[42] - 1085[42900],5[20] - 282[8860],5[25] - 2[120]
62,20108[61756] - 1104[43560],5[20] - 282[8860],5[25] - 2[120]
63,18972[58173] - 1216[47020],5[20] - 282[8860],5[25] - 2[120]
64,17763[54394] - 1326[50410],5[20] - 282[8860],5[25] - 2[120]
65,16818[51317] - 1442[53380],5[20] - 282[8860],5[25] - 2[120]
66,15844[48168] - 1552[56430],5[20] - 282[8860],5[25] - 2[120]
67,14925[45207] - 1656[59270],5[20] - 282[8860],5[25] - 2[120]
68,13997[42248] - 1756[62100],5[20] - 282[8860],5[25] - 2[120]
68,13295[40049] - 1833[64230],5[20] - 282[8860],5[25] - 2[120]
1,58[181] - 5[90],0[0] - 2[60],0[0] - 0[0]
2,332[1000] - 34[1190],3[12] - 22[690],0[0] - 0[0]
3,308[928] - 74[2820],4[16] - 39[1230],0[0] - 0[0]
4,376[1132] - 96[3750],0[0] - 55[1740],0[0] - 0[0]
5,415[1249] - 124[4850],6[24] - 67[2130],0[0] - 0[0]
6,452[1360] - 151[5910],3[12] - 81[2565],0[0] - 0[0]
7,295[889] - 176[7010],5[20] - 100[3175],0[0] - 0[0]
8,429[1291] - 201[7930],0[0] - 111[3520],0[0] - 0[0]
9,493[1483] - 221[8720],7[28] - 124[3930],0[0] - 0[0]
10,577[1735] - 244[9610],5[20] - 140[4450],0[0] - 0[0]
11,640[1924] - 269[10570],4[16] - 154[4900],0[0] - 0[0]
12,677[2035] - 297[11650],4[16] - 165[5260],0[0] - 0[0]
13,706[2122] - 325[12760],3[12] - 181[5750],0[0] - 0[0]
14,786[2362] - 348[13640],1[4] - 197[6250],0[0] - 0[0]
15,836[2512] - 377[14790],6[24] - 209[6615],0[0] - 0[0]
16,738[2218] - 409[16060],5[20] - 221[6995],0[0] - 0[0]
17,711[2137] - 442[17360],6[24] - 233[7380],0[0] - 0[0]
18,718[2158] - 467[18320],1[4] - 248[7855],0[0] - 0[0]
19,733[2203] - 493[19340],0[0] - 263[8315],0[0] - 0[0]
20,814[2446] - 515[20200],7[28] - 275[8690],0[0] - 0[0]
21,715[2149] - 553[21730],8[32] - 285[8990],0[0] - 0[0]
22,769[2311] - 569[22350],0[0] - 302[9530],0[0] - 0[0]
23,726[2182] - 596[23450],3[12] - 314[9905],0[0] - 0[0]
1,16[57] - 1[20],7[28] - 2[60],0[0] - 0[0]
2,423[1273] - 27[1010],74[296] - 25[785],0[0] - 0[0]
1,66[255] - 2[20],7[28] - 1[30],0[0] - 0[0]
2,305[920] - 41[1420],2[8] - 11[340],0[0] - 0[0]
3,408[1229] - 79[2970],4[16] - 29[930],0[0] - 0[0]
4,516[1553] - 100[3920],2[8] - 39[1245],0[0] - 0[0]
5,519[1562] - 136[5310],7[28] - 45[1445],0[0] - 0[0]
6,594[1787] - 163[6370],0[0] - 51[1635],0[0] - 0[0]
7,569[1712] - 198[7770],6[24] - 56[1785],0[0] - 0[0]
8,509[1532] - 234[9220],1[4] - 63[2005],0[0] - 0[0]
9,427[1286] - 271[10640],1[4] - 69[2190],0[0] - 0[0]
10,313[944] - 303[12000],3[12] - 75[2380],0[0] - 0[0]
11,270[815] - 339[13460],0[0] - 82[2605],0[0] - 0[0]
12,333[1004] - 368[14590],3[12] - 86[2730],0[0] - 0[0]
13,343[1034] - 394[15590],2[8] - 92[2910],0[0] - 0[0]
14,234[707] - 433[17130],7[28] - 99[3125],0[0] - 0[0]
15,189[572] - 469[18550],3[12] - 106[3355],0[0] - 0[0]
16,203[614] - 501[19810],3[12] - 114[3600],0[0] - 0[0]
17,324[977] - 530[20920],0[0] - 120[3780],6[30] - 1[65]
18,339[1022] - 564[22260],0[0] - 126[3970],6[30] - 1[65]
19,367[1106] - 596[23600],0[0] - 134[4215],6[30] - 1[65]
20,349[1052] - 632[25030],2[8] - 141[4430],6[30] - 1[65]
21,396[1193] - 660[26120],5[20] - 155[4880],6[30] - 1[65]
22,342[1031] - 697[27590],5[20] - 163[5125],6[30] - 1[65]
23,321[968] - 732[28950],2[8] - 168[5290],6[30] - 1[65]
24,334[1007] - 767[30350],6[24] - 173[5450],6[30] - 1[65]
25,377[1136] - 791[31300],4[16] - 178[5610],6[30] - 1[65]
26,489[1472] - 822[32460],4[16] - 184[5795],6[30] - 1[65]
27,641[1928] - 848[33460],7[28] - 189[5960],6[30] - 1[65]
28,602[1811] - 880[34760],5[20] - 194[6120],6[30] - 1[65]
29,486[1463] - 921[36400],1[4] - 200[6315],6[30] - 1[65]
30,607[1826] - 944[37320],6[24] - 202[6375],6[30] - 1[65]
31,294[887] - 980[38750],0[0] - 206[6515],6[30] - 1[65]
32,14[47] - 1000[39550],0[0] - 206[6515],6[30] - 1[65]
33,14[47] - 1000[39550],0[0] - 206[6515],6[30] - 1[65]
34,14[47] - 997[39430],0[0] - 206[6515],6[30] - 1[65]
35,14[47] - 997[39430],0[0] - 206[6515],6[30] - 1[65]
36,14[47] - 997[39430],0[0] - 206[6515],6[30] - 1[65]
37,14[47] - 992[39230],0[0] - 206[6515],6[30] - 1[65]
38,14[47] - 992[39230],0[0] - 206[6515],6[30] - 1[65]
39,14[47] - 992[39230],0[0] - 206[6515],6[30] - 1[65]
40,14[47] - 991[39190],0[0] - 206[6515],6[30] - 1[65]
41,14[47] - 991[39190],0[0] - 206[6515],6[30] - 1[65]
42,14[47] - 991[39190],0[0] - 206[6515],6[30] - 1[65]
43,14[47] - 991[39190],0[0] - 206[6515],6[30] - 1[65]
44,14[47] - 991[39190],0[0] - 206[6515],6[30] - 1[65]
45,14[47] - 991[39190],0[0] - 206[6515],6[30] - 1[65]
46,14[47] - 988[39070],0[0] - 206[6515],6[30] - 1[65]
47,14[47] - 988[39070],0[0] - 206[6515],6[30] - 1[65]
48,14[47] - 988[39070],0[0] - 206[6515],6[30] - 1[65]
49,14[47] - 983[38870],0[0] - 206[6515],6[30] - 1[65]
50,14[47] - 983[38870],0[0] - 206[6515],6[30] - 1[65]
51,14[47] - 983[38870],0[0] - 206[6515],6[30] - 1[65]
52,14[47] - 981[38790],0[0] - 206[6515],6[30] - 1[65]
53,14[47] - 981[38790],0[0] - 206[6515],6[30] - 1[65]
54,14[47] - 981[38790],0[0] - 206[6515],6[30] - 1[65]
55,14[47] - 981[38790],0[0] - 206[6515],6[30] - 1[65]
56,14[47] - 981[38790],0[0] - 206[6515],6[30] - 1[65]
57,14[47] - 981[38790],0[0] - 206[6515],6[30] - 1[65]
58,14[47] - 978[38670],0[0] - 206[6515],6[30] - 1[65]
59,14[47] - 978[38670],0[0] - 206[6515],6[30] - 1[65]
60,14[47] - 978[38670],0[0] - 206[6515],6[30] - 1[65]
61,14[47] - 973[38470],0[0] - 206[6515],6[30] - 1[65]
62,14[47] - 973[38470],0[0] - 206[6515],6[30] - 1[65]
63,14[47] - 973[38470],0[0] - 206[6515],6[30] - 1[65]
64,14[47] - 971[38390],0[0] - 206[6515],6[30] - 1[65]
65,14[47] - 971[38390],0[0] - 206[6515],6[30] - 1[65]
66,14[47] - 971[38390],0[0] - 206[6515],6[30] - 1[65]
67,14[47] - 971[38390],0[0] - 206[6515],6[30] - 1[65]
68,14[47] - 971[38390],0[0] - 206[6515],6[30] - 1[65]
69,14[47] - 971[38390],0[0] - 206[6515],6[30] - 1[65]
70,14[47] - 968[38270],0[0] - 206[6515],6[30] - 1[65]
71,14[47] - 968[38270],0[0] - 206[6515],6[30] - 1[65]
72,14[47] - 968[38270],0[0] - 206[6515],6[30] - 1[65]
73,14[47] - 963[38070],0[0] - 206[6515],6[30] - 1[65]
74,14[47] - 963[38070],0[0] - 206[6515],6[30] - 1[65]
75,14[47] - 963[38070],0[0] - 206[6515],6[30] - 1[65]
76,14[47] - 961[37990],0[0] - 206[6515],6[30] - 1[65]
77,14[47] - 961[37990],0[0] - 206[6515],6[30] - 1[65]
78,14[47] - 961[37990],0[0] - 206[6515],6[30] - 1[65]
79,30722[94425] - 1076[41280],0[0] - 206[6515],6[30] - 1[65]
80,29735[91286] - 1181[44310],0[0] - 206[6515],6[30] - 1[65]
81,28672[87909] - 1292[47600],0[0] - 206[6515],6[30] - 1[65]
82,27678[84728] - 1395[50560],0[0] - 206[6515],6[30] - 1[65]
83,26628[81369] - 1511[53810],0[0] - 206[6515],6[30] - 1[65]
84,25588[78072] - 1619[56930],0[0] - 206[6515],6[30] - 1[65]
85,24469[74482] - 1734[60260],0[0] - 206[6515],6[30] - 1[65]
86,23321[70819] - 1853[63800],0[0] - 206[6515],6[30] - 1[65]
87,22322[67615] - 1970[66890],0[0] - 206[6515],6[30] - 1[65]
88,21212[64097] - 2081[70230],0[0] - 206[6515],6[30] - 1[65]
89,20760[62583] - 2151[71630],0[0] - 206[6515],6[30] - 1[65]
90,20218[60849] - 2218[73230],0[0] - 206[6515],6[30] - 1[65]
91,19657[59067] - 2283[74870],0[0] - 206[6515],6[30] - 1[65]
92,19231[57699] - 2337[76130],0[0] - 206[6515],6[30] - 1[65]
93,18951[56859] - 2357[76930],0[0] - 206[6515],6[30] - 1[65]
94,18447[55347] - 2390[78250],0[0] - 206[6515],6[30] - 1[65]
95,18083[54255] - 2415[79250],0[0] - 206[6515],6[30] - 1[65]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,257[774] - 32[1210],2[8] - 15[465],0[0] - 0[0]
3,400[1203] - 71[2730],100[400] - 35[1090],0[0] - 0[0]
4,537[1614] - 105[4010],2[8] - 58[1815],0[0] - 0[0]
5,658[1977] - 134[5130],0[0] - 71[2220],0[0] - 0[0]
6,641[1926] - 167[6450],0[0] - 84[2640],0[0] - 0[0]
7,664[1995] - 196[7610],2[8] - 102[3205],0[0] - 0[0]
8,755[2268] - 220[8560],8[32] - 116[3645],0[0] - 0[0]
9,905[2718] - 249[9710],7[28] - 130[4080],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,228[712] - 34[1130],3[12] - 7[210],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,15[55] - 0[0],22[88] - 3[90],0[0] - 0[0]
2,213[639] - 23[910],6[24] - 30[935],0[0] - 0[0]
3,329[987] - 57[2270],0[0] - 49[1530],0[0] - 0[0]
1,129[419] - 6[120],7[28] - 0[0],0[0] - 0[0]
2,407[1227] - 40[1300],4[16] - 9[275],0[0] - 0[0]
3,529[1593] - 69[2410],6[24] - 22[690],0[0] - 0[0]
4,728[2190] - 99[3650],4[16] - 30[945],0[0] - 0[0]
5,706[2124] - 130[4900],5[20] - 37[1170],0[0] - 0[0]
6,740[2226] - 164[6260],5[20] - 43[1355],0[0] - 0[0]
7,848[2550] - 185[7210],7[28] - 52[1635],0[0] - 0[0]
8,938[2820] - 214[8290],6[24] - 59[1855],0[0] - 0[0]
9,1133[3405] - 240[9320],5[20] - 66[2080],0[0] - 0[0]
10,1188[3570] - 270[10480],12[48] - 71[2245],0[0] - 0[0]
11,1338[4020] - 295[11450],7[28] - 79[2495],0[0] - 0[0]
12,1579[4743] - 319[12420],7[28] - 86[2715],0[0] - 0[0]
13,1649[4953] - 339[13210],0[0] - 99[3120],0[0] - 0[0]
14,1712[5142] - 374[14620],1[4] - 104[3275],0[0] - 0[0]
15,1772[5322] - 408[15930],5[20] - 110[3470],0[0] - 0[0]
15,1760[5286] - 432[16890],4[16] - 114[3595],0[0] - 0[0]
1,17[63] - 1[20],0[0] - 4[120],0[0] - 0[0]
1,22[81] - 0[0],32[128] - 3[90],0[0] - 0[0]
2,203[614] - 28[1060],30[120] - 22[705],0[0] - 0[0]
3,315[950] - 64[2440],0[0] - 36[1140],0[0] - 0[0]
4,155[470] - 100[3850],1[4] - 60[1895],0[0] - 0[0]
5,38[119] - 137[5340],1[4] - 74[2330],0[0] - 0[0]
6,57[176] - 166[6460],6[24] - 82[2585],0[0] - 0[0]
7,83[254] - 191[7460],4[16] - 95[2990],0[0] - 0[0]
8,120[365] - 217[8510],2[8] - 108[3400],0[0] - 0[0]
9,186[563] - 242[9490],0[0] - 120[3780],0[0] - 0[0]
10,95[290] - 278[10930],0[0] - 131[4135],0[0] - 0[0]
11,99[302] - 308[12120],0[0] - 140[4420],0[0] - 0[0]
12,118[359] - 340[13350],10[40] - 150[4725],0[0] - 0[0]
13,108[329] - 360[14120],0[0] - 164[5150],0[0] - 0[0]
14,135[410] - 392[15410],0[0] - 177[5570],0[0] - 0[0]
15,177[536] - 426[16760],4[16] - 194[6100],0[0] - 0[0]
16,329[992] - 451[17710],0[0] - 207[6505],0[0] - 0[0]
17,410[1235] - 483[19000],5[20] - 220[6910],0[0] - 0[0]
18,447[1346] - 514[20220],6[24] - 230[7230],0[0] - 0[0]
19,527[1586] - 538[21140],2[8] - 244[7675],0[0] - 4[275]
20,532[1601] - 566[22250],6[24] - 257[8080],0[0] - 4[275]
21,444[1337] - 607[23860],0[0] - 269[8470],0[0] - 4[275]
22,485[1460] - 639[25120],3[12] - 281[8845],0[0] - 4[275]
23,400[1205] - 676[26580],6[24] - 293[9225],0[0] - 4[275]
24,354[1067] - 708[27850],2[8] - 306[9645],0[0] - 4[275]
25,359[1082] - 729[28700],7[28] - 317[10005],0[0] - 4[275]
26,219[662] - 769[30240],7[28] - 329[10375],0[0] - 4[275]
27,294[887] - 797[31340],6[24] - 341[10750],0[0] - 4[275]
28,191[578] - 834[32860],1[4] - 354[11160],0[0] - 4[275]
29,149[452] - 878[34540],7[28] - 371[11680],0[0] - 4[275]
30,369[1112] - 901[35420],6[24] - 385[12130],0[0] - 4[275]
31,183[554] - 919[36140],5[20] - 390[12290],0[0] - 4[275]
32,15[50] - 931[36620],5[20] - 390[12290],0[0] - 4[275]
33,15[50] - 931[36620],5[20] - 390[12290],0[0] - 4[275]
34,15[50] - 931[36620],5[20] - 390[12290],0[0] - 4[275]
35,15[50] - 931[36620],5[20] - 390[12290],0[0] - 4[275]
36,15[50] - 931[36620],5[20] - 390[12290],0[0] - 4[275]
37,15[50] - 925[36380],5[20] - 390[12290],0[0] - 4[275]
38,15[50] - 925[36380],5[20] - 390[12290],0[0] - 4[275]
39,15[50] - 925[36380],5[20] - 390[12290],0[0] - 4[275]
40,15[50] - 925[36380],5[20] - 390[12290],0[0] - 4[275]
41,15[50] - 925[36380],5[20] - 390[12290],0[0] - 4[275]
42,15[50] - 925[36380],5[20] - 390[12290],0[0] - 4[275]
43,15[50] - 922[36260],5[20] - 390[12290],0[0] - 4[275]
44,15[50] - 922[36260],5[20] - 390[12290],0[0] - 4[275]
45,15[50] - 922[36260],5[20] - 390[12290],0[0] - 4[275]
46,15[50] - 922[36260],5[20] - 390[12290],0[0] - 4[275]
47,15[50] - 922[36260],5[20] - 390[12290],0[0] - 4[275]
48,15[50] - 922[36260],5[20] - 390[12290],0[0] - 4[275]
49,15[50] - 916[36020],5[20] - 390[12290],0[0] - 4[275]
50,15[50] - 916[36020],5[20] - 390[12290],0[0] - 4[275]
51,15[50] - 916[36020],5[20] - 390[12290],0[0] - 4[275]
52,15[50] - 915[35980],5[20] - 390[12290],0[0] - 4[275]
53,15[50] - 915[35980],5[20] - 390[12290],0[0] - 4[275]
54,15[50] - 915[35980],5[20] - 390[12290],0[0] - 4[275]
55,15[50] - 912[35860],5[20] - 390[12290],0[0] - 4[275]
56,15[50] - 912[35860],5[20] - 390[12290],0[0] - 4[275]
57,15[50] - 912[35860],5[20] - 390[12290],0[0] - 4[275]
58,15[50] - 912[35860],5[20] - 390[12290],0[0] - 4[275]
59,15[50] - 912[35860],5[20] - 390[12290],0[0] - 4[275]
60,15[50] - 912[35860],5[20] - 390[12290],0[0] - 4[275]
61,15[50] - 906[35620],5[20] - 390[12290],0[0] - 4[275]
62,15[50] - 906[35620],5[20] - 390[12290],0[0] - 4[275]
63,15[50] - 906[35620],5[20] - 390[12290],0[0] - 4[275]
64,15[50] - 905[35580],5[20] - 390[12290],0[0] - 4[275]
65,15[50] - 905[35580],5[20] - 390[12290],0[0] - 4[275]
66,15[50] - 905[35580],5[20] - 390[12290],0[0] - 4[275]
67,15[50] - 902[35460],5[20] - 390[12290],0[0] - 4[275]
68,15[50] - 902[35460],5[20] - 390[12290],0[0] - 4[275]
69,24336[75288] - 933[36330],5[20] - 390[12290],0[0] - 4[275]
70,23446[72412] - 1036[39090],5[20] - 390[12290],0[0] - 4[275]
71,22424[69178] - 1138[42250],5[20] - 390[12290],0[0] - 4[275]
72,21409[65985] - 1237[45330],5[20] - 390[12290],0[0] - 4[275]
73,20559[63303] - 1318[47660],5[20] - 390[12290],0[0] - 4[275]
74,19774[60800] - 1403[50070],5[20] - 390[12290],0[0] - 4[275]
75,18829[57824] - 1501[52950],5[20] - 390[12290],0[0] - 4[275]
76,17895[54853] - 1598[55820],5[20] - 390[12290],0[0] - 4[275]
77,17089[52235] - 1691[58350],5[20] - 390[12290],0[0] - 4[275]
78,16126[49175] - 1789[61280],5[20] - 390[12290],0[0] - 4[275]
79,15227[46296] - 1877[63950],5[20] - 390[12290],0[0] - 4[275]
80,14648[44399] - 1950[65760],5[20] - 390[12290],0[0] - 4[275]
81,14268[43187] - 1996[66880],5[20] - 390[12290],0[0] - 4[275]
82,13932[42095] - 2041[67870],5[20] - 390[12290],0[0] - 4[275]
83,13463[40625] - 2090[69230],5[20] - 390[12290],0[0] - 4[275]
84,13049[39305] - 2141[70460],5[20] - 390[12290],0[0] - 4[275]
85,12685[38129] - 2181[71280],5[20] - 390[12290],0[0] - 4[275]
86,12420[37265] - 2219[72080],5[20] - 390[12290],0[0] - 4[275]
1,76[228] - 0[0],41[164] - 3[95],0[0] - 0[0]
2,289[867] - 29[1130],4[16] - 28[880],0[0] - 0[0]
3,222[666] - 72[2830],6[24] - 44[1385],0[0] - 0[0]
