游戏日,烹饪店,轻装店,重装店
112,1[4] - 662[6620],2[8] - 258[8095],0[0] - 18[1120]
113,1[4] - 662[6620],2[8] - 258[8095],0[0] - 18[1120]
114,1[4] - 662[6620],2[8] - 258[8095],0[0] - 18[1120]
115,1[4] - 653[6530],2[8] - 258[8095],0[0] - 18[1120]
116,1[4] - 653[6530],2[8] - 258[8095],0[0] - 18[1120]
117,1[4] - 653[6530],2[8] - 258[8095],0[0] - 18[1120]
118,1[4] - 644[6440],2[8] - 258[8095],0[0] - 18[1120]
119,1[4] - 644[6440],2[8] - 258[8095],0[0] - 18[1120]
120,1[4] - 644[6440],2[8] - 258[8095],0[0] - 18[1120]
121,1[4] - 634[6340],2[8] - 258[8095],0[0] - 18[1120]
122,1[4] - 634[6340],2[8] - 258[8095],0[0] - 18[1120]
123,1[4] - 634[6340],2[8] - 258[8095],0[0] - 18[1120]
124,1[4] - 624[6240],2[8] - 258[8095],0[0] - 18[1120]
125,1[4] - 624[6240],2[8] - 258[8095],0[0] - 18[1120]
126,1[4] - 624[6240],2[8] - 258[8095],0[0] - 18[1120]
127,1[4] - 614[6140],2[8] - 258[8095],0[0] - 18[1120]
128,1[4] - 614[6140],2[8] - 258[8095],0[0] - 18[1120]
129,1[4] - 614[6140],2[8] - 258[8095],0[0] - 18[1120]
130,1[4] - 604[6040],2[8] - 258[8095],0[0] - 18[1120]
131,1[4] - 604[6040],2[8] - 258[8095],0[0] - 18[1120]
132,1[4] - 604[6040],2[8] - 258[8095],0[0] - 18[1120]
133,1[4] - 594[5940],2[8] - 258[8095],0[0] - 18[1120]
134,1[4] - 594[5940],2[8] - 258[8095],0[0] - 18[1120]
135,1[4] - 594[5940],2[8] - 258[8095],0[0] - 18[1120]
136,1[4] - 584[5840],2[8] - 258[8095],0[0] - 18[1120]
137,1[4] - 584[5840],2[8] - 258[8095],0[0] - 18[1120]
138,1[4] - 584[5840],2[8] - 258[8095],0[0] - 18[1120]
139,1[4] - 574[5740],2[8] - 258[8095],0[0] - 18[1120]
140,1[4] - 574[5740],2[8] - 258[8095],0[0] - 18[1120]
141,1[4] - 574[5740],2[8] - 258[8095],0[0] - 18[1120]
142,1[4] - 564[5640],2[8] - 258[8095],0[0] - 18[1120]
143,1[4] - 564[5640],2[8] - 258[8095],0[0] - 18[1120]
144,1[4] - 564[5640],2[8] - 258[8095],0[0] - 18[1120]
145,1[4] - 554[5540],2[8] - 258[8095],0[0] - 18[1120]
146,1[4] - 554[5540],2[8] - 258[8095],0[0] - 18[1120]
147,1[4] - 554[5540],2[8] - 258[8095],0[0] - 18[1120]
148,1[4] - 544[5440],2[8] - 258[8095],0[0] - 18[1120]
149,1[4] - 544[5440],2[8] - 258[8095],0[0] - 18[1120]
150,1[4] - 544[5440],2[8] - 258[8095],0[0] - 18[1120]
151,1[4] - 534[5340],2[8] - 258[8095],0[0] - 18[1120]
152,1[4] - 534[5340],2[8] - 258[8095],0[0] - 18[1120]
153,1[4] - 534[5340],2[8] - 258[8095],0[0] - 18[1120]
154,4102[16408] - 524[5240],2[8] - 258[8095],0[0] - 18[1120]
155,4036[16144] - 545[5450],2[8] - 258[8095],0[0] - 18[1120]
156,3970[15880] - 567[5670],2[8] - 258[8095],0[0] - 18[1120]
157,3907[15628] - 578[5780],2[8] - 258[8095],0[0] - 18[1120]
158,3983[15932] - 602[6020],2[8] - 258[8095],0[0] - 18[1120]
159,3899[15596] - 630[6300],2[8] - 258[8095],0[0] - 18[1120]
160,3827[15308] - 644[6440],2[8] - 258[8095],0[0] - 18[1120]
161,3755[15020] - 668[6680],2[8] - 258[8095],0[0] - 18[1120]
162,3686[14744] - 691[6910],2[8] - 258[8095],0[0] - 18[1120]
163,3602[14408] - 709[7090],2[8] - 258[8095],0[0] - 18[1120]
164,3509[14036] - 740[7400],2[8] - 258[8095],0[0] - 18[1120]
165,3413[13652] - 772[7720],2[8] - 258[8095],0[0] - 18[1120]
166,3338[13352] - 787[7870],2[8] - 258[8095],0[0] - 18[1120]
167,3263[13052] - 812[8120],2[8] - 258[8095],0[0] - 18[1120]
168,3212[12848] - 829[8290],2[8] - 258[8095],0[0] - 18[1120]
1,26[104] - 3[30],1[4] - 6[190],3[15] - 4[295]
2,1[4] - 23[230],0[0] - 12[380],7[35] - 8[530]
3,0[0] - 40[400],5[20] - 39[1225],6[30] - 9[580]
4,2[8] - 43[430],0[0] - 63[1990],6[30] - 9[580]
5,1[4] - 60[600],4[16] - 74[2335],14[70] - 9[580]
6,39[156] - 69[690],2[8] - 93[2935],7[35] - 11[680]
7,18[72] - 80[800],7[28] - 112[3530],4[20] - 12[745]
8,12[48] - 98[980],3[12] - 130[4095],4[20] - 12[745]
9,43[172] - 108[1080],4[16] - 147[4640],8[40] - 12[745]
10,2[8] - 128[1280],7[28] - 162[5100],2[10] - 14[865]
11,24[96] - 141[1410],6[24] - 176[5525],7[35] - 15[930]
12,6[24] - 162[1620],4[16] - 191[5990],8[40] - 16[1005]
13,11[44] - 163[1630],5[20] - 200[6280],8[40] - 16[1005]
14,7[28] - 170[1700],5[20] - 209[6575],8[40] - 16[1005]
15,2[8] - 177[1770],6[24] - 216[6795],8[40] - 16[1005]
16,2[8] - 168[1680],0[0] - 222[6985],2[10] - 17[1055]
17,2[8] - 168[1680],7[28] - 227[7145],2[10] - 17[1055]
18,2[8] - 168[1680],4[16] - 234[7370],2[10] - 17[1055]
19,2[8] - 159[1590],4[16] - 241[7595],2[10] - 17[1055]
20,2[8] - 159[1590],5[20] - 250[7880],2[10] - 17[1055]
21,2[8] - 159[1590],5[20] - 259[8165],2[10] - 17[1055]
22,2[8] - 150[1500],5[20] - 267[8410],2[10] - 17[1055]
23,2[8] - 150[1500],1[4] - 274[8635],2[10] - 17[1055]
24,2[8] - 150[1500],3[12] - 282[8890],2[10] - 17[1055]
25,2[8] - 141[1410],11[44] - 289[9110],2[10] - 17[1055]
26,2[8] - 141[1410],1[4] - 297[9365],2[10] - 17[1055]
27,2[8] - 141[1410],3[12] - 304[9600],2[10] - 17[1055]
28,2[8] - 132[1320],5[20] - 310[9795],2[10] - 17[1055]
29,2[8] - 132[1320],2[8] - 318[10055],2[10] - 17[1055]
30,2[8] - 132[1320],7[28] - 325[10265],2[10] - 17[1055]
31,2[8] - 123[1230],3[12] - 327[10330],2[10] - 17[1055]
32,2[8] - 123[1230],3[12] - 327[10330],2[10] - 17[1055]
33,2[8] - 123[1230],3[12] - 327[10330],2[10] - 17[1055]
34,2[8] - 114[1140],3[12] - 327[10330],2[10] - 17[1055]
35,2[8] - 114[1140],3[12] - 327[10330],2[10] - 17[1055]
36,376[1504] - 114[1140],3[12] - 327[10330],2[10] - 17[1055]
37,301[1204] - 122[1220],3[12] - 327[10330],2[10] - 17[1055]
38,220[880] - 149[1490],3[12] - 327[10330],2[10] - 17[1055]
39,127[508] - 180[1800],3[12] - 327[10330],2[10] - 17[1055]
40,40[160] - 199[1990],3[12] - 327[10330],2[10] - 17[1055]
41,1[4] - 212[2120],3[12] - 327[10330],2[10] - 17[1055]
42,1[4] - 212[2120],3[12] - 327[10330],2[10] - 17[1055]
43,1[4] - 203[2030],3[12] - 327[10330],2[10] - 17[1055]
44,1[4] - 203[2030],3[12] - 327[10330],2[10] - 17[1055]
45,1[4] - 203[2030],3[12] - 327[10330],2[10] - 17[1055]
46,1[4] - 194[1940],3[12] - 327[10330],2[10] - 17[1055]
47,1[4] - 194[1940],3[12] - 327[10330],2[10] - 17[1055]
48,1[4] - 194[1940],3[12] - 327[10330],2[10] - 17[1055]
49,1[4] - 185[1850],3[12] - 327[10330],2[10] - 17[1055]
50,1[4] - 185[1850],3[12] - 327[10330],2[10] - 17[1055]
51,1[4] - 185[1850],3[12] - 327[10330],2[10] - 17[1055]
52,1[4] - 176[1760],3[12] - 327[10330],2[10] - 17[1055]
53,662[2648] - 200[2000],3[12] - 327[10330],2[10] - 17[1055]
54,581[2324] - 227[2270],3[12] - 327[10330],2[10] - 17[1055]
55,500[2000] - 243[2430],3[12] - 327[10330],2[10] - 17[1055]
56,386[1544] - 281[2810],3[12] - 327[10330],2[10] - 17[1055]
57,308[1232] - 308[3080],3[12] - 327[10330],2[10] - 17[1055]
58,206[824] - 332[3320],3[12] - 327[10330],2[10] - 17[1055]
59,116[464] - 362[3620],3[12] - 327[10330],2[10] - 17[1055]
60,577[2308] - 392[3920],3[12] - 327[10330],2[10] - 17[1055]
61,484[1936] - 413[4130],3[12] - 327[10330],2[10] - 17[1055]
62,403[1612] - 440[4400],3[12] - 327[10330],2[10] - 17[1055]
63,331[1324] - 464[4640],3[12] - 327[10330],2[10] - 17[1055]
64,253[1012] - 480[4800],3[12] - 327[10330],2[10] - 17[1055]
65,169[676] - 508[5080],3[12] - 327[10330],2[10] - 17[1055]
66,97[388] - 532[5320],3[12] - 327[10330],2[10] - 17[1055]
67,322[1288] - 555[5550],3[12] - 327[10330],2[10] - 17[1055]
68,241[964] - 582[5820],3[12] - 327[10330],2[10] - 17[1055]
68,175[700] - 604[6040],3[12] - 327[10330],2[10] - 17[1055]
1,16[64] - 1[10],71[284] - 0[0],4[20] - 4[240]
2,51[204] - 0[0],54[216] - 16[500],1[5] - 11[685]
3,21[84] - 26[260],1[4] - 38[1185],1[5] - 11[685]
4,41[164] - 29[290],44[176] - 55[1725],0[0] - 13[785]
5,15[60] - 54[540],7[28] - 71[2240],8[40] - 14[835]
6,2[8] - 73[730],13[52] - 98[3085],1[5] - 15[900]
7,21[84] - 75[750],0[0] - 114[3580],6[30] - 16[965]
8,2[8] - 99[990],11[44] - 135[4245],6[30] - 16[965]
9,38[152] - 108[1080],24[96] - 150[4710],9[45] - 17[1035]
10,6[24] - 128[1280],0[0] - 167[5250],9[45] - 17[1035]
11,0[0] - 139[1390],24[96] - 179[5625],5[25] - 18[1105]
12,0[0] - 150[1500],6[24] - 194[6105],5[25] - 18[1105]
13,12[48] - 153[1530],0[0] - 202[6355],5[25] - 18[1105]
14,0[0] - 166[1660],2[8] - 210[6605],5[25] - 18[1105]
15,0[0] - 171[1710],3[12] - 217[6835],5[25] - 18[1105]
16,2[8] - 162[1620],2[8] - 224[7060],5[25] - 18[1105]
17,0[0] - 166[1660],0[0] - 229[7215],5[25] - 18[1105]
18,1[4] - 166[1660],2[8] - 235[7395],5[25] - 18[1105]
19,2[8] - 158[1580],0[0] - 241[7600],5[25] - 18[1105]
20,1[4] - 159[1590],0[0] - 247[7790],5[25] - 18[1105]
21,0[0] - 161[1610],5[20] - 252[7950],5[25] - 18[1105]
22,2[8] - 155[1550],5[20] - 257[8100],5[25] - 18[1105]
23,1[4] - 157[1570],5[20] - 263[8290],5[25] - 18[1105]
1,14[56] - 1[10],23[92] - 3[95],1[5] - 1[75]
2,53[212] - 1[10],30[120] - 17[540],7[35] - 4[280]
1,0[0] - 0[0],58[232] - 3[100],4[20] - 1[70]
2,21[84] - 8[80],7[28] - 25[790],0[0] - 6[450]
3,0[0] - 24[240],0[0] - 43[1375],1[5] - 7[515]
4,1[4] - 43[430],3[12] - 53[1695],2[10] - 8[595]
5,13[52] - 57[570],6[24] - 74[2360],3[15] - 9[645]
6,1[4] - 74[740],0[0] - 94[3000],3[15] - 9[645]
7,1[4] - 74[740],2[8] - 110[3500],4[20] - 10[695]
8,1[4] - 95[950],7[28] - 126[4005],4[20] - 10[695]
9,27[108] - 103[1030],2[8] - 142[4505],6[30] - 10[695]
10,0[0] - 109[1090],3[12] - 157[4970],2[10] - 11[765]
11,40[160] - 124[1240],6[24] - 170[5385],8[40] - 12[815]
12,23[92] - 139[1390],7[28] - 181[5730],9[45] - 12[815]
13,7[28] - 146[1460],5[20] - 193[6115],9[45] - 12[815]
14,1[4] - 152[1520],7[28] - 204[6465],9[45] - 12[815]
15,5[20] - 153[1530],1[4] - 214[6775],9[45] - 12[815]
16,2[8] - 145[1450],6[24] - 221[6995],9[45] - 12[815]
17,2[8] - 145[1450],4[16] - 227[7175],9[45] - 12[815]
18,2[8] - 145[1450],1[4] - 233[7360],9[45] - 12[815]
19,2[8] - 136[1360],7[28] - 237[7485],9[45] - 12[815]
20,2[8] - 136[1360],3[12] - 244[7710],9[45] - 12[815]
21,2[8] - 136[1360],2[8] - 250[7900],9[45] - 12[815]
22,2[8] - 127[1270],5[20] - 257[8125],9[45] - 12[815]
23,2[8] - 127[1270],6[24] - 262[8280],9[45] - 12[815]
24,2[8] - 127[1270],0[0] - 268[8465],9[45] - 12[815]
25,2[8] - 118[1180],9[36] - 273[8620],9[45] - 12[815]
26,2[8] - 118[1180],4[16] - 279[8810],9[45] - 12[815]
27,2[8] - 118[1180],5[20] - 284[8965],9[45] - 12[815]
28,2[8] - 109[1090],13[52] - 289[9120],9[45] - 12[815]
29,2[8] - 109[1090],15[60] - 295[9315],9[45] - 12[815]
30,2[8] - 109[1090],5[20] - 302[9535],9[45] - 12[815]
31,2[8] - 100[1000],4[16] - 305[9630],9[45] - 12[815]
32,2[8] - 100[1000],4[16] - 305[9630],9[45] - 12[815]
33,2[8] - 100[1000],4[16] - 305[9630],9[45] - 12[815]
34,2[8] - 91[910],4[16] - 305[9630],9[45] - 12[815]
35,2[8] - 91[910],4[16] - 305[9630],9[45] - 12[815]
36,2[8] - 91[910],4[16] - 305[9630],9[45] - 12[815]
37,2[8] - 81[810],4[16] - 305[9630],9[45] - 12[815]
38,2[8] - 81[810],4[16] - 305[9630],9[45] - 12[815]
39,2[8] - 81[810],4[16] - 305[9630],9[45] - 12[815]
40,2[8] - 71[710],4[16] - 305[9630],9[45] - 12[815]
41,2[8] - 71[710],4[16] - 305[9630],9[45] - 12[815]
42,2[8] - 71[710],4[16] - 305[9630],9[45] - 12[815]
43,2[8] - 61[610],4[16] - 305[9630],9[45] - 12[815]
44,2[8] - 61[610],4[16] - 305[9630],9[45] - 12[815]
45,2[8] - 61[610],4[16] - 305[9630],9[45] - 12[815]
46,2[8] - 51[510],4[16] - 305[9630],9[45] - 12[815]
47,2[8] - 51[510],4[16] - 305[9630],9[45] - 12[815]
48,2[8] - 51[510],4[16] - 305[9630],9[45] - 12[815]
49,2[8] - 41[410],4[16] - 305[9630],9[45] - 12[815]
50,2[8] - 41[410],4[16] - 305[9630],9[45] - 12[815]
51,2[8] - 41[410],4[16] - 305[9630],9[45] - 12[815]
52,2[8] - 31[310],4[16] - 305[9630],9[45] - 12[815]
53,2[8] - 31[310],4[16] - 305[9630],9[45] - 12[815]
54,2[8] - 31[310],4[16] - 305[9630],9[45] - 12[815]
55,2[8] - 21[210],4[16] - 305[9630],9[45] - 12[815]
56,2[8] - 21[210],4[16] - 305[9630],9[45] - 12[815]
57,2[8] - 21[210],4[16] - 305[9630],9[45] - 12[815]
58,2[8] - 11[110],4[16] - 305[9630],9[45] - 12[815]
59,2[8] - 11[110],4[16] - 305[9630],9[45] - 12[815]
60,2[8] - 11[110],4[16] - 305[9630],9[45] - 12[815]
61,2[8] - 1[10],4[16] - 305[9630],9[45] - 12[815]
62,2[8] - 1[10],4[16] - 305[9630],9[45] - 12[815]
63,2[8] - 1[10],4[16] - 305[9630],9[45] - 12[815]
64,2[8] - 0[0],4[16] - 305[9630],9[45] - 12[815]
65,2[8] - 0[0],4[16] - 305[9630],9[45] - 12[815]
66,2[8] - 0[0],4[16] - 305[9630],9[45] - 12[815]
67,2[8] - 0[0],4[16] - 305[9630],9[45] - 12[815]
68,2[8] - 0[0],4[16] - 305[9630],9[45] - 12[815]
69,2[8] - 0[0],4[16] - 305[9630],9[45] - 12[815]
70,2[8] - 0[0],4[16] - 305[9630],9[45] - 12[815]
71,2[8] - 0[0],4[16] - 305[9630],9[45] - 12[815]
72,2[8] - 0[0],4[16] - 305[9630],9[45] - 12[815]
73,2[8] - 0[0],4[16] - 305[9630],9[45] - 12[815]
74,2[8] - 0[0],4[16] - 305[9630],9[45] - 12[815]
75,2[8] - 0[0],4[16] - 305[9630],9[45] - 12[815]
76,2[8] - 0[0],4[16] - 305[9630],9[45] - 12[815]
77,2[8] - 0[0],4[16] - 305[9630],9[45] - 12[815]
78,2[8] - 0[0],4[16] - 305[9630],9[45] - 12[815]
79,2[8] - 0[0],4[16] - 305[9630],9[45] - 12[815]
80,2[8] - 0[0],4[16] - 305[9630],9[45] - 12[815]
81,2[8] - 0[0],4[16] - 305[9630],9[45] - 12[815]
82,2[8] - 0[0],4[16] - 305[9630],9[45] - 12[815]
83,2[8] - 0[0],4[16] - 305[9630],9[45] - 12[815]
84,2[8] - 0[0],4[16] - 305[9630],9[45] - 12[815]
85,2[8] - 0[0],4[16] - 305[9630],9[45] - 12[815]
86,2[8] - 0[0],4[16] - 305[9630],9[45] - 12[815]
87,2[8] - 0[0],4[16] - 305[9630],9[45] - 12[815]
88,2[8] - 0[0],4[16] - 305[9630],9[45] - 12[815]
89,2[8] - 0[0],4[16] - 305[9630],9[45] - 12[815]
90,2[8] - 0[0],4[16] - 305[9630],9[45] - 12[815]
91,2[8] - 0[0],4[16] - 305[9630],9[45] - 12[815]
92,2[8] - 0[0],4[16] - 305[9630],9[45] - 12[815]
93,2[8] - 0[0],4[16] - 305[9630],9[45] - 12[815]
94,2[8] - 0[0],4[16] - 305[9630],9[45] - 12[815]
95,2[8] - 0[0],4[16] - 305[9630],9[45] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],7[35] - 1[75]
1,0[0] - 0[0],0[0] - 0[0],7[35] - 1[75]
2,21[84] - 2[20],0[0] - 13[395],3[15] - 6[355]
3,23[92] - 18[180],2[8] - 26[820],6[30] - 7[405]
4,23[92] - 28[280],1[4] - 51[1615],0[0] - 9[555]
5,40[160] - 44[440],5[20] - 71[2245],0[0] - 9[555]
6,2[8] - 67[670],4[16] - 90[2855],3[15] - 9[555]
7,5[20] - 76[760],2[8] - 106[3375],5[25] - 9[555]
8,4[16] - 96[960],5[20] - 124[3940],5[25] - 9[555]
9,1[4] - 111[1110],2[8] - 142[4510],8[40] - 10[635]
1,0[0] - 0[0],0[0] - 0[0],22[110] - 0[0]
2,42[168] - 0[0],6[24] - 13[400],15[75] - 6[400]
1,0[0] - 0[0],0[0] - 0[0],7[35] - 1[75]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,19[76] - 0[0],5[20] - 6[180],0[0] - 3[220]
2,34[136] - 11[110],5[20] - 17[530],0[0] - 7[505]
3,32[128] - 31[310],4[16] - 41[1290],3[15] - 9[635]
1,0[0] - 0[0],3[12] - 8[240],3[15] - 3[215]
2,22[88] - 8[80],45[180] - 16[485],4[20] - 6[430]
3,1[4] - 34[340],16[64] - 44[1360],6[30] - 6[430]
4,4[16] - 32[320],2[8] - 58[1800],6[30] - 7[480]
5,25[100] - 48[480],7[28] - 74[2315],3[15] - 8[530]
6,21[84] - 71[710],0[0] - 100[3130],8[40] - 8[530]
7,35[140] - 73[730],3[12] - 120[3745],8[40] - 8[530]
8,13[52] - 93[930],0[0] - 137[4300],0[0] - 10[650]
9,7[28] - 113[1130],3[12] - 154[4835],0[0] - 10[650]
10,18[72] - 115[1150],2[8] - 172[5410],7[35] - 11[700]
11,1[4] - 127[1270],7[28] - 185[5820],7[35] - 11[700]
12,2[8] - 145[1450],0[0] - 199[6265],7[35] - 11[700]
13,2[8] - 148[1480],5[20] - 207[6510],7[35] - 11[700]
14,13[52] - 153[1530],4[16] - 215[6765],7[35] - 11[700]
15,4[16] - 157[1570],3[12] - 222[6980],7[35] - 11[700]
15,1[4] - 152[1520],3[12] - 225[7075],7[35] - 11[700]
1,0[0] - 0[0],0[0] - 0[0],1[5] - 2[140]
1,5[20] - 0[0],7[28] - 7[210],2[10] - 2[160]
2,24[96] - 8[80],23[92] - 19[585],1[5] - 4[350]
3,0[0] - 16[160],1[4] - 41[1270],1[5] - 8[640]
4,8[32] - 32[320],3[12] - 52[1615],5[25] - 10[740]
5,27[108] - 37[370],7[28] - 75[2335],6[30] - 11[815]
6,7[28] - 62[620],6[24] - 93[2890],9[45] - 11[815]
7,0[0] - 70[700],5[20] - 109[3385],5[25] - 12[885]
8,0[0] - 90[900],2[8] - 127[3955],6[30] - 12[885]
9,8[32] - 102[1020],3[12] - 142[4425],4[20] - 13[975]
10,1[4] - 111[1110],1[4] - 156[4865],0[0] - 15[1075]
11,0[0] - 130[1300],17[68] - 172[5370],1[5] - 16[1145]
12,1[4] - 144[1440],1[4] - 185[5785],1[5] - 16[1145]
13,21[84] - 144[1440],3[12] - 196[6145],4[20] - 16[1145]
14,1[4] - 166[1660],2[8] - 207[6480],4[20] - 16[1145]
15,2[8] - 171[1710],4[16] - 216[6765],4[20] - 16[1145]
16,2[8] - 165[1650],4[16] - 222[6945],4[20] - 16[1145]
17,0[0] - 165[1650],5[20] - 227[7100],4[20] - 16[1145]
18,0[0] - 167[1670],2[8] - 235[7350],4[20] - 16[1145]
19,2[8] - 159[1590],7[28] - 240[7515],4[20] - 16[1145]
20,0[0] - 162[1620],2[8] - 248[7765],4[20] - 16[1145]
21,1[4] - 164[1640],4[16] - 255[7975],4[20] - 16[1145]
22,2[8] - 155[1550],8[32] - 262[8195],4[20] - 16[1145]
23,0[0] - 157[1570],7[28] - 268[8380],4[20] - 16[1145]
24,2[8] - 157[1570],6[24] - 274[8575],4[20] - 16[1145]
25,0[0] - 150[1500],2[8] - 279[8725],4[20] - 16[1145]
26,1[4] - 152[1520],2[8] - 284[8885],4[20] - 16[1145]
27,0[0] - 153[1530],4[16] - 291[9095],4[20] - 16[1145]
28,1[4] - 144[1440],6[24] - 296[9245],4[20] - 16[1145]
29,4[16] - 145[1450],2[8] - 302[9430],4[20] - 16[1145]
30,1[4] - 147[1470],6[24] - 311[9710],4[20] - 16[1145]
31,1[4] - 138[1380],1[4] - 316[9865],4[20] - 16[1145]
32,1[4] - 138[1380],1[4] - 316[9865],4[20] - 16[1145]
33,1[4] - 138[1380],1[4] - 316[9865],4[20] - 16[1145]
34,1[4] - 129[1290],1[4] - 316[9865],4[20] - 16[1145]
35,1[4] - 129[1290],1[4] - 316[9865],4[20] - 16[1145]
36,1[4] - 129[1290],1[4] - 316[9865],4[20] - 16[1145]
37,1[4] - 120[1200],1[4] - 316[9865],4[20] - 16[1145]
38,1[4] - 120[1200],1[4] - 316[9865],4[20] - 16[1145]
39,1[4] - 120[1200],1[4] - 316[9865],4[20] - 16[1145]
40,1[4] - 111[1110],1[4] - 316[9865],4[20] - 16[1145]
41,1[4] - 111[1110],1[4] - 316[9865],4[20] - 16[1145]
42,1[4] - 111[1110],1[4] - 316[9865],4[20] - 16[1145]
43,1[4] - 102[1020],1[4] - 316[9865],4[20] - 16[1145]
44,1[4] - 102[1020],1[4] - 316[9865],4[20] - 16[1145]
45,1[4] - 102[1020],1[4] - 316[9865],4[20] - 16[1145]
46,1[4] - 93[930],1[4] - 316[9865],4[20] - 16[1145]
47,1[4] - 93[930],1[4] - 316[9865],4[20] - 16[1145]
48,1[4] - 93[930],1[4] - 316[9865],4[20] - 16[1145]
49,1[4] - 84[840],1[4] - 316[9865],4[20] - 16[1145]
50,1[4] - 84[840],1[4] - 316[9865],4[20] - 16[1145]
51,1[4] - 84[840],1[4] - 316[9865],4[20] - 16[1145]
52,1[4] - 74[740],1[4] - 316[9865],4[20] - 16[1145]
53,1[4] - 74[740],1[4] - 316[9865],4[20] - 16[1145]
54,1[4] - 74[740],1[4] - 316[9865],4[20] - 16[1145]
55,1[4] - 64[640],1[4] - 316[9865],4[20] - 16[1145]
56,1[4] - 64[640],1[4] - 316[9865],4[20] - 16[1145]
57,1[4] - 64[640],1[4] - 316[9865],4[20] - 16[1145]
58,1[4] - 54[540],1[4] - 316[9865],4[20] - 16[1145]
59,1[4] - 54[540],1[4] - 316[9865],4[20] - 16[1145]
60,1[4] - 54[540],1[4] - 316[9865],4[20] - 16[1145]
61,1[4] - 44[440],1[4] - 316[9865],4[20] - 16[1145]
62,1[4] - 44[440],1[4] - 316[9865],4[20] - 16[1145]
63,1[4] - 44[440],1[4] - 316[9865],4[20] - 16[1145]
64,1[4] - 34[340],1[4] - 316[9865],4[20] - 16[1145]
65,1[4] - 34[340],1[4] - 316[9865],4[20] - 16[1145]
66,1[4] - 34[340],1[4] - 316[9865],4[20] - 16[1145]
67,1[4] - 24[240],1[4] - 316[9865],4[20] - 16[1145]
68,1[4] - 24[240],1[4] - 316[9865],4[20] - 16[1145]
69,1[4] - 24[240],1[4] - 316[9865],4[20] - 16[1145]
70,1[4] - 14[140],1[4] - 316[9865],4[20] - 16[1145]
71,1[4] - 14[140],1[4] - 316[9865],4[20] - 16[1145]
72,1[4] - 14[140],1[4] - 316[9865],4[20] - 16[1145]
73,1[4] - 4[40],1[4] - 316[9865],4[20] - 16[1145]
74,1[4] - 4[40],1[4] - 316[9865],4[20] - 16[1145]
75,1[4] - 4[40],1[4] - 316[9865],4[20] - 16[1145]
76,1[4] - 0[0],1[4] - 316[9865],4[20] - 16[1145]
77,1[4] - 0[0],1[4] - 316[9865],4[20] - 16[1145]
78,1[4] - 0[0],1[4] - 316[9865],4[20] - 16[1145]
79,1[4] - 0[0],1[4] - 316[9865],4[20] - 16[1145]
80,1[4] - 0[0],1[4] - 316[9865],4[20] - 16[1145]
81,1[4] - 0[0],1[4] - 316[9865],4[20] - 16[1145]
82,1[4] - 0[0],1[4] - 316[9865],4[20] - 16[1145]
83,1[4] - 0[0],1[4] - 316[9865],4[20] - 16[1145]
84,1[4] - 0[0],1[4] - 316[9865],4[20] - 16[1145]
85,1[4] - 0[0],1[4] - 316[9865],4[20] - 16[1145]
86,1[4] - 0[0],1[4] - 316[9865],4[20] - 16[1145]
1,22[88] - 0[0],56[224] - 0[0],4[20] - 3[170]
2,16[64] - 16[160],2[8] - 21[665],5[25] - 7[455]
3,1[4] - 29[290],2[8] - 39[1240],4[20] - 10[620]
4,0[0] - 29[290],3[12] - 52[1655],9[45] - 11[690]
5,12[48] - 57[570],77[308] - 69[2190],0[0] - 12[740]
6,14[56] - 77[770],5[20] - 85[2695],0[0] - 12[740]
7,6[24] - 77[770],23[92] - 106[3360],0[0] - 13[790]
8,2[8] - 103[1030],7[28] - 117[3715],4[20] - 13[790]
9,53[212] - 109[1090],5[20] - 131[4170],1[5] - 14[890]
10,0[0] - 127[1270],2[8] - 145[4615],0[0] - 15[940]
10,29[116] - 141[1410],6[24] - 154[4905],0[0] - 15[940]
1,0[0] - 0[0],3[12] - 7[215],2[10] - 4[215]
2,0[0] - 0[0],0[0] - 19[580],8[40] - 8[480]
3,53[212] - 14[140],22[88] - 36[1125],0[0] - 12[680]
4,32[128] - 33[330],6[24] - 50[1565],1[5] - 13[730]
5,1[4] - 55[550],3[12] - 64[2000],1[5] - 14[780]
6,1[4] - 61[610],4[16] - 86[2720],1[5] - 14[780]
1,0[0] - 0[0],0[0] - 0[0],10[50] - 4[255]
2,2[8] - 0[0],1[4] - 15[470],8[40] - 7[425]
3,0[0] - 8[80],7[28] - 29[910],0[0] - 10[675]
4,40[160] - 15[150],13[52] - 51[1590],0[0] - 10[675]
5,9[36] - 43[430],0[0] - 63[1965],8[40] - 11[725]
6,10[40] - 54[540],1[4] - 81[2540],3[15] - 12[775]
7,8[32] - 59[590],0[0] - 98[3065],7[35] - 12[775]
1,0[0] - 0[0],0[0] - 4[120],4[20] - 3[195]
2,12[48] - 3[30],3[12] - 13[405],4[20] - 7[455]
3,53[212] - 10[100],2[8] - 29[920],8[40] - 11[685]
4,33[132] - 23[230],2[8] - 49[1565],2[10] - 12[735]
5,13[52] - 44[440],10[40] - 67[2130],2[10] - 13[785]
6,0[0] - 61[610],7[28] - 80[2560],9[45] - 13[785]
7,28[112] - 61[610],7[28] - 96[3070],1[5] - 14[835]
8,0[0] - 83[830],32[128] - 109[3490],3[15] - 15[905]
