游戏日,烹饪店,轻装店,重装店
103,5487[21948] - 2671[26710],3[12] - 182[5725],6[30] - 9[595]
104,5403[21612] - 2699[26990],3[12] - 182[5725],6[30] - 9[595]
105,5325[21300] - 2725[27250],3[12] - 182[5725],6[30] - 9[595]
106,5223[20892] - 2748[27480],3[12] - 182[5725],6[30] - 9[595]
107,5124[20496] - 2782[27820],3[12] - 182[5725],6[30] - 9[595]
108,5055[20220] - 2804[28040],3[12] - 182[5725],6[30] - 9[595]
109,4989[19956] - 2817[28170],3[12] - 182[5725],6[30] - 9[595]
110,4905[19620] - 2845[28450],3[12] - 182[5725],6[30] - 9[595]
111,4794[19176] - 2882[28820],3[12] - 182[5725],6[30] - 9[595]
112,4731[18924] - 2893[28930],3[12] - 182[5725],6[30] - 9[595]
113,4659[18636] - 2917[29170],3[12] - 182[5725],6[30] - 9[595]
114,4584[18336] - 2942[29420],3[12] - 182[5725],6[30] - 9[595]
115,4497[17988] - 2961[29610],3[12] - 182[5725],6[30] - 9[595]
116,4383[17532] - 2999[29990],3[12] - 182[5725],6[30] - 9[595]
117,4296[17184] - 3028[30280],3[12] - 182[5725],6[30] - 9[595]
118,4191[16764] - 3053[30530],3[12] - 182[5725],6[30] - 9[595]
119,4113[16452] - 3079[30790],3[12] - 182[5725],6[30] - 9[595]
120,4032[16128] - 3106[31060],3[12] - 182[5725],6[30] - 9[595]
121,3930[15720] - 3130[31300],3[12] - 182[5725],6[30] - 9[595]
122,3867[15468] - 3151[31510],3[12] - 182[5725],6[30] - 9[595]
123,3780[15120] - 3179[31790],3[12] - 182[5725],6[30] - 9[595]
124,3729[14916] - 3187[31870],3[12] - 182[5725],6[30] - 9[595]
125,3627[14508] - 3221[32210],3[12] - 182[5725],6[30] - 9[595]
126,3546[14184] - 3248[32480],3[12] - 182[5725],6[30] - 9[595]
127,3447[13788] - 3271[32710],3[12] - 182[5725],6[30] - 9[595]
128,3366[13464] - 3298[32980],3[12] - 182[5725],6[30] - 9[595]
129,8639[34556] - 3327[33270],3[12] - 182[5725],6[30] - 9[595]
130,8567[34268] - 3341[33410],3[12] - 182[5725],6[30] - 9[595]
131,8477[33908] - 3371[33710],3[12] - 182[5725],6[30] - 9[595]
132,8393[33572] - 3399[33990],3[12] - 182[5725],6[30] - 9[595]
133,8309[33236] - 3417[34170],3[12] - 182[5725],6[30] - 9[595]
134,8225[32900] - 3445[34450],3[12] - 182[5725],6[30] - 9[595]
135,8141[32564] - 3473[34730],3[12] - 182[5725],6[30] - 9[595]
136,8054[32216] - 3492[34920],3[12] - 182[5725],6[30] - 9[595]
137,7958[31832] - 3524[35240],3[12] - 182[5725],6[30] - 9[595]
138,7889[31556] - 3547[35470],3[12] - 182[5725],6[30] - 9[595]
139,7784[31136] - 3572[35720],3[12] - 182[5725],6[30] - 9[595]
140,7703[30812] - 3599[35990],3[12] - 182[5725],6[30] - 9[595]
141,7604[30416] - 3631[36310],3[12] - 182[5725],6[30] - 9[595]
142,9548[38192] - 3651[36510],3[12] - 182[5725],6[30] - 9[595]
143,9452[37808] - 3683[36830],3[12] - 182[5725],6[30] - 9[595]
144,9368[37472] - 3710[37100],3[12] - 182[5725],6[30] - 9[595]
145,9290[37160] - 3727[37270],3[12] - 182[5725],6[30] - 9[595]
146,9197[36788] - 3758[37580],3[12] - 182[5725],6[30] - 9[595]
147,9086[36344] - 3794[37940],3[12] - 182[5725],6[30] - 9[595]
148,9002[36008] - 3813[38130],3[12] - 182[5725],6[30] - 9[595]
149,8912[35648] - 3843[38430],3[12] - 182[5725],6[30] - 9[595]
150,8840[35360] - 3867[38670],3[12] - 182[5725],6[30] - 9[595]
151,8762[35048] - 3882[38820],3[12] - 182[5725],6[30] - 9[595]
152,8672[34688] - 3912[39120],3[12] - 182[5725],6[30] - 9[595]
153,8597[34388] - 3938[39380],3[12] - 182[5725],6[30] - 9[595]
154,8519[34076] - 3954[39540],3[12] - 182[5725],6[30] - 9[595]
155,8465[33860] - 3972[39720],3[12] - 182[5725],6[30] - 9[595]
156,11000[44000] - 4004[40040],3[12] - 182[5725],6[30] - 9[595]
157,10913[43652] - 4023[40230],3[12] - 182[5725],6[30] - 9[595]
158,10829[43316] - 4051[40510],3[12] - 182[5725],6[30] - 9[595]
159,10760[43040] - 4074[40740],3[12] - 182[5725],6[30] - 9[595]
160,10670[42680] - 4094[40940],3[12] - 182[5725],6[30] - 9[595]
161,10589[42356] - 4121[41210],3[12] - 182[5725],6[30] - 9[595]
162,10520[42080] - 4144[41440],3[12] - 182[5725],6[30] - 9[595]
163,10415[41660] - 4169[41690],3[12] - 182[5725],6[30] - 9[595]
164,10349[41396] - 4191[41910],3[12] - 182[5725],6[30] - 9[595]
165,11696[46784] - 4218[42180],3[12] - 182[5725],6[30] - 9[595]
166,11597[46388] - 4241[42410],3[12] - 182[5725],6[30] - 9[595]
167,11519[46076] - 4267[42670],3[12] - 182[5725],6[30] - 9[595]
168,11423[45692] - 4299[42990],3[12] - 182[5725],6[30] - 9[595]
1,62[248] - 4[40],6[24] - 2[60],1[5] - 1[50]
2,113[452] - 35[350],0[0] - 15[460],5[25] - 2[100]
3,227[908] - 66[660],5[20] - 29[905],5[25] - 2[100]
4,323[1292] - 77[770],1[4] - 44[1370],5[25] - 2[100]
5,411[1644] - 107[1070],1[4] - 59[1850],5[25] - 2[100]
6,492[1968] - 138[1380],5[20] - 70[2210],4[20] - 3[170]
7,543[2172] - 157[1570],0[0] - 80[2525],6[30] - 3[170]
8,579[2316] - 190[1900],20[80] - 90[2825],6[30] - 3[170]
9,634[2536] - 215[2150],6[24] - 98[3070],1[5] - 4[220]
10,639[2556] - 234[2340],6[24] - 105[3290],1[5] - 4[220]
11,654[2616] - 261[2610],2[8] - 108[3385],3[15] - 5[300]
12,641[2564] - 288[2880],3[12] - 113[3540],6[30] - 6[375]
13,644[2576] - 296[2960],7[28] - 114[3570],6[30] - 6[375]
14,643[2572] - 319[3190],2[8] - 116[3635],6[30] - 6[375]
15,632[2528] - 343[3430],2[8] - 117[3670],6[30] - 6[375]
16,608[2432] - 360[3600],5[20] - 118[3700],6[30] - 6[375]
17,607[2428] - 381[3810],10[40] - 118[3700],6[30] - 6[375]
18,578[2312] - 411[4110],1[4] - 120[3765],6[30] - 6[375]
19,541[2164] - 429[4290],4[16] - 120[3765],6[30] - 6[375]
20,511[2044] - 461[4610],2[8] - 121[3795],6[30] - 6[375]
21,477[1908] - 490[4900],5[20] - 123[3860],6[30] - 6[375]
22,429[1716] - 514[5140],0[0] - 125[3920],6[30] - 6[375]
23,401[1604] - 540[5400],7[28] - 125[3920],6[30] - 6[375]
24,359[1436] - 568[5680],3[12] - 128[4020],6[30] - 6[375]
25,329[1316] - 591[5910],1[4] - 129[4050],6[30] - 6[375]
26,309[1236] - 620[6200],6[24] - 131[4115],6[30] - 6[375]
27,288[1152] - 646[6460],14[56] - 131[4115],6[30] - 6[375]
28,254[1016] - 669[6690],0[0] - 134[4215],6[30] - 6[375]
29,239[956] - 698[6980],5[20] - 134[4215],6[30] - 6[375]
30,198[792] - 727[7270],6[24] - 136[4275],6[30] - 6[375]
31,126[504] - 746[7460],6[24] - 136[4275],6[30] - 6[375]
32,45[180] - 773[7730],6[24] - 136[4275],6[30] - 6[375]
33,0[0] - 788[7880],6[24] - 136[4275],6[30] - 6[375]
34,0[0] - 779[7790],6[24] - 136[4275],6[30] - 6[375]
35,0[0] - 779[7790],6[24] - 136[4275],6[30] - 6[375]
36,0[0] - 779[7790],6[24] - 136[4275],6[30] - 6[375]
37,0[0] - 770[7700],6[24] - 136[4275],6[30] - 6[375]
38,0[0] - 770[7700],6[24] - 136[4275],6[30] - 6[375]
39,0[0] - 770[7700],6[24] - 136[4275],6[30] - 6[375]
40,0[0] - 761[7610],6[24] - 136[4275],6[30] - 6[375]
41,0[0] - 761[7610],6[24] - 136[4275],6[30] - 6[375]
42,0[0] - 761[7610],6[24] - 136[4275],6[30] - 6[375]
43,0[0] - 752[7520],6[24] - 136[4275],6[30] - 6[375]
44,0[0] - 752[7520],6[24] - 136[4275],6[30] - 6[375]
45,0[0] - 752[7520],6[24] - 136[4275],6[30] - 6[375]
46,0[0] - 743[7430],6[24] - 136[4275],6[30] - 6[375]
47,0[0] - 743[7430],6[24] - 136[4275],6[30] - 6[375]
48,0[0] - 743[7430],6[24] - 136[4275],6[30] - 6[375]
49,0[0] - 734[7340],6[24] - 136[4275],6[30] - 6[375]
50,0[0] - 734[7340],6[24] - 136[4275],6[30] - 6[375]
51,0[0] - 734[7340],6[24] - 136[4275],6[30] - 6[375]
52,0[0] - 725[7250],6[24] - 136[4275],6[30] - 6[375]
53,0[0] - 725[7250],6[24] - 136[4275],6[30] - 6[375]
54,0[0] - 725[7250],6[24] - 136[4275],6[30] - 6[375]
55,0[0] - 715[7150],6[24] - 136[4275],6[30] - 6[375]
56,0[0] - 715[7150],6[24] - 136[4275],6[30] - 6[375]
57,0[0] - 715[7150],6[24] - 136[4275],6[30] - 6[375]
58,0[0] - 705[7050],6[24] - 136[4275],6[30] - 6[375]
59,0[0] - 705[7050],6[24] - 136[4275],6[30] - 6[375]
60,6028[24112] - 711[7110],6[24] - 136[4275],6[30] - 6[375]
61,5950[23800] - 727[7270],6[24] - 136[4275],6[30] - 6[375]
62,5875[23500] - 752[7520],6[24] - 136[4275],6[30] - 6[375]
63,5785[23140] - 781[7810],6[24] - 136[4275],6[30] - 6[375]
64,5716[22864] - 794[7940],6[24] - 136[4275],6[30] - 6[375]
65,5617[22468] - 828[8280],6[24] - 136[4275],6[30] - 6[375]
66,5533[22132] - 856[8560],6[24] - 136[4275],6[30] - 6[375]
67,5467[21868] - 867[8670],6[24] - 136[4275],6[30] - 6[375]
68,5371[21484] - 900[9000],6[24] - 136[4275],6[30] - 6[375]
68,5299[21196] - 924[9240],6[24] - 136[4275],6[30] - 6[375]
1,61[244] - 0[0],1[4] - 5[155],5[25] - 0[0]
2,102[408] - 25[250],6[24] - 18[555],6[30] - 1[75]
3,124[496] - 55[550],0[0] - 31[970],7[35] - 2[125]
4,165[660] - 80[800],4[16] - 38[1190],1[5] - 4[240]
5,209[836] - 119[1190],3[12] - 51[1595],1[5] - 6[360]
6,270[1080] - 152[1520],30[120] - 63[1975],1[5] - 7[440]
7,306[1224] - 166[1660],3[12] - 75[2355],1[5] - 7[440]
8,333[1332] - 206[2060],12[48] - 88[2770],1[5] - 8[530]
9,353[1412] - 237[2370],1[4] - 100[3150],1[5] - 8[530]
10,347[1388] - 258[2580],0[0] - 108[3405],5[25] - 9[580]
11,349[1396] - 291[2910],9[36] - 114[3595],4[20] - 10[670]
12,327[1308] - 328[3280],0[0] - 119[3745],4[20] - 12[770]
13,305[1220] - 349[3490],6[24] - 122[3840],4[20] - 12[770]
14,286[1144] - 371[3710],6[24] - 125[3940],0[0] - 13[820]
15,224[896] - 408[4080],0[0] - 128[4030],0[0] - 13[820]
16,194[776] - 422[4220],2[8] - 129[4060],0[0] - 13[820]
17,138[552] - 457[4570],2[8] - 130[4090],0[0] - 13[820]
18,91[364] - 488[4880],7[28] - 131[4120],0[0] - 13[820]
19,14[56] - 513[5130],0[0] - 133[4185],0[0] - 13[820]
20,0[0] - 532[5320],2[8] - 135[4250],0[0] - 13[820]
21,6[24] - 545[5450],0[0] - 137[4310],0[0] - 13[820]
22,0[0] - 551[5510],6[24] - 139[4370],0[0] - 13[820]
23,1[4] - 564[5640],1[4] - 141[4430],0[0] - 13[820]
1,86[344] - 0[0],3[12] - 3[100],0[0] - 1[50]
2,105[420] - 33[330],3[12] - 15[480],4[20] - 2[115]
1,69[276] - 1[10],6[24] - 3[95],2[10] - 0[0]
2,100[400] - 28[280],6[24] - 17[545],6[30] - 1[50]
3,275[1100] - 61[610],6[24] - 36[1130],2[10] - 2[115]
4,270[1080] - 95[950],28[112] - 48[1520],2[10] - 2[115]
5,333[1332] - 122[1220],4[16] - 62[1960],0[0] - 3[165]
6,395[1580] - 150[1500],2[8] - 77[2460],7[35] - 3[165]
7,415[1660] - 174[1740],6[24] - 89[2835],7[35] - 3[165]
8,479[1916] - 203[2030],3[12] - 101[3210],0[0] - 4[215]
9,496[1984] - 249[2490],3[12] - 111[3520],0[0] - 4[215]
10,488[1952] - 279[2790],5[20] - 116[3670],5[25] - 5[280]
11,437[1748] - 313[3130],3[12] - 125[3950],8[40] - 6[355]
12,321[1284] - 361[3610],1[4] - 131[4140],2[10] - 8[510]
13,252[1008] - 381[3810],7[28] - 138[4360],2[10] - 8[510]
14,202[808] - 411[4110],7[28] - 144[4550],5[25] - 8[510]
15,145[580] - 444[4440],0[0] - 152[4795],0[0] - 9[560]
16,64[256] - 469[4690],1[4] - 157[4950],0[0] - 9[560]
17,3[12] - 498[4980],0[0] - 162[5110],0[0] - 9[560]
18,2[8] - 507[5070],4[16] - 168[5295],0[0] - 9[560]
19,1[4] - 507[5070],1[4] - 174[5480],0[0] - 9[560]
20,1[4] - 517[5170],7[28] - 178[5600],0[0] - 9[560]
21,2[8] - 521[5210],1[4] - 184[5785],0[0] - 9[560]
22,0[0] - 521[5210],4[16] - 189[5945],0[0] - 9[560]
23,0[0] - 528[5280],3[12] - 195[6125],0[0] - 9[560]
24,0[0] - 536[5360],9[36] - 199[6250],0[0] - 9[560]
25,2[8] - 534[5340],1[4] - 207[6500],0[0] - 9[560]
26,2[8] - 541[5410],8[32] - 212[6655],0[0] - 9[560]
27,1[4] - 549[5490],1[4] - 216[6785],0[0] - 9[560]
28,0[0] - 548[5480],2[8] - 222[6980],0[0] - 9[560]
29,2[8] - 555[5550],3[12] - 227[7135],0[0] - 9[560]
30,0[0] - 563[5630],3[12] - 233[7320],0[0] - 9[560]
31,1[4] - 557[5570],3[12] - 236[7415],0[0] - 9[560]
32,1[4] - 557[5570],3[12] - 236[7415],0[0] - 9[560]
33,1[4] - 557[5570],3[12] - 236[7415],0[0] - 9[560]
34,1[4] - 548[5480],3[12] - 236[7415],0[0] - 9[560]
35,1[4] - 548[5480],3[12] - 236[7415],0[0] - 9[560]
36,1[4] - 548[5480],3[12] - 236[7415],0[0] - 9[560]
37,1[4] - 539[5390],3[12] - 236[7415],0[0] - 9[560]
38,1[4] - 539[5390],3[12] - 236[7415],0[0] - 9[560]
39,1[4] - 539[5390],3[12] - 236[7415],0[0] - 9[560]
40,1[4] - 530[5300],3[12] - 236[7415],0[0] - 9[560]
41,1[4] - 530[5300],3[12] - 236[7415],0[0] - 9[560]
42,1[4] - 530[5300],3[12] - 236[7415],0[0] - 9[560]
43,1[4] - 521[5210],3[12] - 236[7415],0[0] - 9[560]
44,1[4] - 521[5210],3[12] - 236[7415],0[0] - 9[560]
45,1[4] - 521[5210],3[12] - 236[7415],0[0] - 9[560]
46,1[4] - 512[5120],3[12] - 236[7415],0[0] - 9[560]
47,1[4] - 512[5120],3[12] - 236[7415],0[0] - 9[560]
48,1[4] - 512[5120],3[12] - 236[7415],0[0] - 9[560]
49,1[4] - 503[5030],3[12] - 236[7415],0[0] - 9[560]
50,1[4] - 503[5030],3[12] - 236[7415],0[0] - 9[560]
51,1[4] - 503[5030],3[12] - 236[7415],0[0] - 9[560]
52,1[4] - 494[4940],3[12] - 236[7415],0[0] - 9[560]
53,1[4] - 494[4940],3[12] - 236[7415],0[0] - 9[560]
54,1[4] - 494[4940],3[12] - 236[7415],0[0] - 9[560]
55,1[4] - 484[4840],3[12] - 236[7415],0[0] - 9[560]
56,1[4] - 484[4840],3[12] - 236[7415],0[0] - 9[560]
57,1[4] - 484[4840],3[12] - 236[7415],0[0] - 9[560]
58,1[4] - 474[4740],3[12] - 236[7415],0[0] - 9[560]
59,1[4] - 474[4740],3[12] - 236[7415],0[0] - 9[560]
60,1[4] - 474[4740],3[12] - 236[7415],0[0] - 9[560]
61,1[4] - 464[4640],3[12] - 236[7415],0[0] - 9[560]
62,1[4] - 464[4640],3[12] - 236[7415],0[0] - 9[560]
63,1[4] - 464[4640],3[12] - 236[7415],0[0] - 9[560]
64,1[4] - 454[4540],3[12] - 236[7415],0[0] - 9[560]
65,1[4] - 454[4540],3[12] - 236[7415],0[0] - 9[560]
66,1[4] - 454[4540],3[12] - 236[7415],0[0] - 9[560]
67,1[4] - 444[4440],3[12] - 236[7415],0[0] - 9[560]
68,1[4] - 444[4440],3[12] - 236[7415],0[0] - 9[560]
69,1[4] - 444[4440],3[12] - 236[7415],0[0] - 9[560]
70,1[4] - 434[4340],3[12] - 236[7415],0[0] - 9[560]
71,1[4] - 434[4340],3[12] - 236[7415],0[0] - 9[560]
72,1[4] - 434[4340],3[12] - 236[7415],0[0] - 9[560]
73,1[4] - 424[4240],3[12] - 236[7415],0[0] - 9[560]
74,1[4] - 424[4240],3[12] - 236[7415],0[0] - 9[560]
75,1[4] - 424[4240],3[12] - 236[7415],0[0] - 9[560]
76,1[4] - 414[4140],3[12] - 236[7415],0[0] - 9[560]
77,1[4] - 414[4140],3[12] - 236[7415],0[0] - 9[560]
78,1[4] - 414[4140],3[12] - 236[7415],0[0] - 9[560]
79,1[4] - 404[4040],3[12] - 236[7415],0[0] - 9[560]
80,1[4] - 404[4040],3[12] - 236[7415],0[0] - 9[560]
81,1[4] - 404[4040],3[12] - 236[7415],0[0] - 9[560]
82,1[4] - 394[3940],3[12] - 236[7415],0[0] - 9[560]
83,9514[38056] - 395[3950],3[12] - 236[7415],0[0] - 9[560]
84,9430[37720] - 422[4220],3[12] - 236[7415],0[0] - 9[560]
85,9337[37348] - 444[4440],3[12] - 236[7415],0[0] - 9[560]
86,9265[37060] - 468[4680],3[12] - 236[7415],0[0] - 9[560]
87,9178[36712] - 496[4960],3[12] - 236[7415],0[0] - 9[560]
88,9073[36292] - 522[5220],3[12] - 236[7415],0[0] - 9[560]
89,8980[35920] - 553[5530],3[12] - 236[7415],0[0] - 9[560]
90,8878[35512] - 586[5860],3[12] - 236[7415],0[0] - 9[560]
91,8788[35152] - 606[6060],3[12] - 236[7415],0[0] - 9[560]
92,8692[34768] - 639[6390],3[12] - 236[7415],0[0] - 9[560]
93,8584[34336] - 675[6750],3[12] - 236[7415],0[0] - 9[560]
94,8488[33952] - 697[6970],3[12] - 236[7415],0[0] - 9[560]
95,8416[33664] - 721[7210],3[12] - 236[7415],0[0] - 9[560]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,89[356] - 27[270],6[24] - 18[570],14[70] - 1[50]
3,119[476] - 57[570],0[0] - 31[980],2[10] - 2[120]
4,156[624] - 78[780],5[20] - 48[1510],0[0] - 3[170]
5,229[916] - 113[1130],0[0] - 66[2090],9[45] - 3[170]
6,271[1084] - 141[1410],2[8] - 76[2400],3[15] - 4[235]
7,278[1112] - 168[1680],2[8] - 90[2855],6[30] - 5[315]
8,297[1188] - 204[2040],5[20] - 102[3235],6[30] - 5[315]
9,268[1072] - 240[2400],4[16] - 117[3695],6[30] - 5[315]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,120[480] - 25[250],2[8] - 16[515],4[20] - 1[65]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,20[80] - 7[70],6[24] - 5[150],0[0] - 0[0]
2,126[504] - 39[390],5[20] - 29[900],9[45] - 1[50]
3,168[672] - 69[690],4[16] - 53[1660],9[45] - 1[50]
1,66[264] - 0[0],6[24] - 4[130],7[35] - 0[0]
2,143[572] - 32[320],1[4] - 25[785],1[5] - 2[120]
3,189[756] - 68[680],7[28] - 42[1320],5[25] - 2[120]
4,217[868] - 96[960],3[12] - 57[1790],0[0] - 3[185]
5,293[1172] - 127[1270],2[8] - 72[2260],1[5] - 4[250]
6,319[1276] - 163[1630],4[16] - 85[2670],1[5] - 4[250]
7,360[1440] - 180[1800],2[8] - 99[3100],1[5] - 4[250]
8,379[1516] - 209[2090],6[24] - 113[3540],3[15] - 5[300]
9,361[1444] - 246[2460],6[24] - 121[3785],8[40] - 6[370]
10,315[1260] - 274[2740],0[0] - 132[4125],1[5] - 8[485]
11,287[1148] - 310[3100],7[28] - 138[4310],1[5] - 8[485]
12,229[916] - 345[3450],4[16] - 144[4495],1[5] - 8[485]
13,178[712] - 365[3650],3[12] - 148[4620],1[5] - 8[485]
14,126[504] - 394[3940],6[24] - 151[4715],1[5] - 8[485]
15,73[292] - 425[4250],1[4] - 155[4835],1[5] - 8[485]
15,1[4] - 448[4480],6[24] - 159[4965],1[5] - 8[485]
1,22[88] - 0[0],0[0] - 9[270],10[50] - 0[0]
1,22[88] - 0[0],4[16] - 7[215],1[5] - 1[70]
2,185[740] - 22[220],6[24] - 23[710],5[25] - 1[70]
3,243[972] - 58[580],0[0] - 39[1225],5[25] - 1[70]
4,300[1200] - 73[730],19[76] - 52[1630],1[5] - 2[120]
5,363[1452] - 100[1000],1[4] - 66[2070],4[20] - 2[120]
6,435[1740] - 126[1260],1[4] - 79[2490],9[45] - 2[120]
7,494[1976] - 142[1420],0[0] - 89[2815],1[5] - 3[200]
8,530[2120] - 177[1770],7[28] - 100[3175],1[5] - 4[250]
9,576[2304] - 205[2050],1[4] - 110[3485],0[0] - 5[300]
10,586[2344] - 222[2220],1[4] - 115[3645],2[10] - 6[375]
11,609[2436] - 251[2510],7[28] - 117[3710],3[15] - 8[540]
12,580[2320] - 279[2790],7[28] - 121[3845],7[35] - 8[540]
13,507[2028] - 306[3060],8[32] - 126[4000],7[35] - 8[540]
14,459[1836] - 334[3340],0[0] - 131[4150],7[35] - 8[540]
15,427[1708] - 362[3620],7[28] - 133[4215],7[35] - 8[540]
16,375[1500] - 383[3830],0[0] - 137[4335],7[35] - 8[540]
17,326[1304] - 413[4130],7[28] - 139[4395],7[35] - 8[540]
18,275[1100] - 446[4460],5[20] - 142[4485],7[35] - 8[540]
19,198[792] - 474[4740],0[0] - 147[4645],7[35] - 8[540]
20,169[676] - 499[4990],7[28] - 150[4740],7[35] - 8[540]
21,149[596] - 520[5200],3[12] - 153[4835],7[35] - 8[540]
22,78[312] - 545[5450],6[24] - 155[4895],7[35] - 8[540]
23,31[124] - 577[5770],6[24] - 158[4990],7[35] - 8[540]
24,0[0] - 603[6030],4[16] - 162[5115],7[35] - 8[540]
25,2[8] - 607[6070],7[28] - 164[5175],7[35] - 8[540]
26,10[40] - 620[6200],2[8] - 167[5275],7[35] - 8[540]
27,2[8] - 637[6370],3[12] - 170[5370],7[35] - 8[540]
28,1[4] - 642[6420],7[28] - 172[5430],7[35] - 8[540]
29,8[32] - 654[6540],2[8] - 175[5520],7[35] - 8[540]
30,6[24] - 671[6710],3[12] - 178[5615],7[35] - 8[540]
31,0[0] - 672[6720],3[12] - 180[5680],7[35] - 8[540]
32,0[0] - 672[6720],3[12] - 180[5680],7[35] - 8[540]
33,0[0] - 672[6720],3[12] - 180[5680],7[35] - 8[540]
34,0[0] - 663[6630],3[12] - 180[5680],7[35] - 8[540]
35,0[0] - 663[6630],3[12] - 180[5680],7[35] - 8[540]
36,1080[4320] - 663[6630],3[12] - 180[5680],7[35] - 8[540]
37,1023[4092] - 672[6720],3[12] - 180[5680],7[35] - 8[540]
38,936[3744] - 701[7010],3[12] - 180[5680],7[35] - 8[540]
39,843[3372] - 732[7320],3[12] - 180[5680],7[35] - 8[540]
40,771[3084] - 746[7460],3[12] - 180[5680],7[35] - 8[540]
41,681[2724] - 776[7760],3[12] - 180[5680],7[35] - 8[540]
42,597[2388] - 804[8040],826[3304] - 180[5680],7[35] - 8[540]
43,510[2040] - 823[8230],826[3304] - 180[5680],7[35] - 8[540]
44,417[1668] - 854[8540],810[3240] - 182[5740],7[35] - 8[540]
45,324[1296] - 885[8850],810[3240] - 182[5740],7[35] - 8[540]
46,234[936] - 905[9050],786[3144] - 185[5830],7[35] - 8[540]
47,1792[7168] - 933[9330],770[3080] - 187[5890],7[35] - 8[540]
48,1720[6880] - 958[9580],770[3080] - 187[5890],7[35] - 8[540]
49,1609[6436] - 985[9850],770[3080] - 187[5890],7[35] - 8[540]
50,1531[6124] - 1010[10100],762[3048] - 188[5920],7[35] - 8[540]
51,2456[9824] - 1036[10360],762[3048] - 188[5920],7[35] - 8[540]
52,2345[9380] - 1063[10630],762[3048] - 188[5920],7[35] - 8[540]
53,2261[9044] - 1091[10910],753[3012] - 189[5955],7[35] - 8[540]
54,2168[8672] - 1122[11220],753[3012] - 189[5955],7[35] - 8[540]
55,2087[8348] - 1139[11390],753[3012] - 189[5955],7[35] - 8[540]
56,2021[8084] - 1161[11610],753[3012] - 189[5955],7[35] - 8[540]
57,1928[7712] - 1192[11920],745[2980] - 189[5955],7[35] - 8[540]
58,1850[7400] - 1208[12080],745[2980] - 189[5955],7[35] - 8[540]
59,1769[7076] - 1235[12350],745[2980] - 189[5955],7[35] - 8[540]
60,1670[6680] - 1268[12680],745[2980] - 190[5985],7[35] - 8[540]
61,3037[12148] - 1291[12910],729[2916] - 192[6045],7[35] - 8[540]
62,2968[11872] - 1314[13140],729[2916] - 192[6045],7[35] - 8[540]
63,2884[11536] - 1342[13420],729[2916] - 192[6045],7[35] - 8[540]
64,2770[11080] - 1370[13700],729[2916] - 192[6045],7[35] - 8[540]
65,2677[10708] - 1400[14000],729[2916] - 192[6045],7[35] - 8[540]
66,2590[10360] - 1430[14300],729[2916] - 192[6045],7[35] - 8[540]
67,2485[9940] - 1455[14550],729[2916] - 192[6045],7[35] - 8[540]
68,2368[9472] - 1494[14940],729[2916] - 192[6045],7[35] - 8[540]
69,2290[9160] - 1520[15200],729[2916] - 192[6045],7[35] - 8[540]
70,2170[8680] - 1549[15490],713[2852] - 194[6105],7[35] - 8[540]
71,2095[8380] - 1575[15750],697[2788] - 196[6165],7[35] - 8[540]
72,1987[7948] - 1611[16110],689[2756] - 197[6195],7[35] - 8[540]
73,1900[7600] - 1630[16300],681[2724] - 197[6195],7[35] - 8[540]
74,1807[7228] - 1661[16610],681[2724] - 197[6195],7[35] - 8[540]
75,1741[6964] - 1683[16830],673[2692] - 199[6255],7[35] - 8[540]
76,1672[6688] - 1696[16960],4305[17220] - 199[6255],7[35] - 8[540]
77,1561[6244] - 1732[17320],4305[17220] - 199[6255],7[35] - 8[540]
78,1477[5908] - 1761[17610],4305[17220] - 199[6255],7[35] - 8[540]
79,4417[17668] - 1782[17820],4297[17188] - 200[6285],7[35] - 8[540]
80,4312[17248] - 1818[18180],4289[17156] - 200[6285],7[35] - 8[540]
81,4219[16876] - 1849[18490],4289[17156] - 200[6285],7[35] - 8[540]
82,4126[16504] - 1870[18700],4281[17124] - 202[6345],7[35] - 8[540]
83,4054[16216] - 1894[18940],4281[17124] - 202[6345],7[35] - 8[540]
84,4728[18912] - 1920[19200],4272[17088] - 203[6380],7[35] - 8[540]
85,4644[18576] - 1938[19380],4272[17088] - 203[6380],7[35] - 8[540]
86,4545[18180] - 1971[19710],4263[17052] - 204[6415],7[35] - 8[540]
1,83[332] - 1[10],1[4] - 2[60],1[5] - 1[50]
2,158[632] - 20[200],0[0] - 14[450],6[30] - 1[50]
3,245[980] - 48[480],4[16] - 21[680],0[0] - 3[150]
4,289[1156] - 67[670],4[16] - 29[935],2[10] - 4[200]
5,385[1540] - 95[950],0[0] - 40[1285],1[5] - 5[250]
6,451[1804] - 128[1280],7[28] - 48[1540],1[5] - 5[250]
7,504[2016] - 146[1460],8[32] - 56[1780],6[30] - 5[250]
8,517[2068] - 176[1760],4[16] - 65[2055],2[10] - 6[315]
9,611[2444] - 201[2010],2[8] - 73[2315],3[15] - 7[395]
10,613[2452] - 220[2200],1[4] - 82[2615],6[30] - 8[465]
10,618[2472] - 250[2500],3[12] - 90[2870],0[0] - 9[515]
