ConfigID,Name,Category,Gender,Level,Age,Hp,Mp,Lp,Atk,Def,Agi,Ine,Con,BTIntervalSec
2000002,羊,Animal,0,6,2.0,129/129,84/84,99/100,35,48,35,111,117,0.74
2000002,羊,Animal,0,9,2.0,158/158,105/105,99/100,44,57,38,111,119,0.72
2000002,羊,Animal,0,5,2.0,115/115,89/89,99/100,36,48,32,112,115,0.75
2000002,羊,Animal,0,8,2.0,151/151,114/114,99/100,39,59,38,113,118,0.72
2000002,羊,Animal,0,5,2.0,117/117,82/82,99/100,37,46,34,111,116,0.74
2000002,羊,Animal,0,9,2.0,162/162,110/110,99/100,40,62,38,112,119,0.72
2000002,羊,Animal,0,9,2.0,162/162,113/113,99/100,42,58,36,112,119,0.73
2000002,羊,Animal,0,8,2.0,140/140,103/103,99/100,41,58,36,112,117,0.73
2000002,羊,Animal,0,6,2.0,118/118,82/82,99/100,35,51,33,112,116,0.75
2000002,羊,Animal,0,9,2.0,157/157,108/108,99/100,41,57,38,112,119,0.72
2000002,羊,Animal,0,9,2.0,162/162,112/112,99/100,44,62,37,112,118,0.73
2000002,羊,Animal,0,6,2.0,131/131,95/95,99/100,38,53,36,112,117,0.74
2000002,羊,Animal,0,8,2.0,144/144,106/106,99/100,40,57,36,113,117,0.73
2000002,羊,Animal,0,7,2.0,132/132,105/105,99/100,40,53,37,113,116,0.73
2000002,羊,Animal,0,8,2.0,150/150,113/113,99/100,41,57,36,113,117,0.73
2000002,羊,Animal,0,8,2.0,140/140,96/96,99/100,38,55,38,112,117,0.72
2000002,羊,Animal,0,6,2.0,129/129,99/99,99/100,38,53,35,113,116,0.74
2000002,羊,Animal,0,5,2.0,121/121,90/90,99/100,35,50,34,112,116,0.74
2000002,羊,Animal,0,6,2.0,118/118,89/89,99/100,36,48,33,112,116,0.75
2000002,羊,Animal,0,9,2.0,164/164,116/116,99/100,44,60,36,112,118,0.73
2000002,羊,Animal,0,7,2.0,131/131,96/96,99/100,40,53,36,112,116,0.73
2000002,羊,Animal,0,7,2.0,132/132,100/100,99/100,39,53,37,112,116,0.73
2000002,羊,Animal,0,7,2.0,132/132,91/91,99/100,38,55,36,112,117,0.73
2000002,羊,Animal,0,9,2.0,156/156,112/112,99/100,41,57,37,112,118,0.73
2000002,羊,Animal,0,6,2.0,129/129,84/84,99/100,35,52,33,111,117,0.75
2000002,羊,Animal,0,9,2.0,168/168,118/118,99/100,43,62,39,112,119,0.72
2000002,羊,Animal,0,5,2.0,117/117,88/88,99/100,34,48,33,112,116,0.75
2000002,羊,Animal,0,9,2.0,162/162,120/120,99/100,40,59,39,113,118,0.72
2000002,羊,Animal,0,8,2.0,151/151,111/111,99/100,40,57,35,113,118,0.74
2000002,羊,Animal,0,6,2.0,121/121,92/92,99/100,37,51,34,112,116,0.74
2000002,羊,Animal,0,8,2.0,151/151,102/102,99/100,41,57,35,112,118,0.74
2000002,羊,Animal,0,6,2.0,123/123,82/82,99/100,36,48,33,111,117,0.75
2000002,羊,Animal,0,8,2.0,144/144,101/101,99/100,39,55,37,112,117,0.73
2000002,羊,Animal,0,6,2.0,117/117,85/85,99/100,36,48,33,112,116,0.75
2000002,羊,Animal,0,5,2.0,110/110,88/88,99/100,35,49,31,113,115,0.76
2000002,羊,Animal,0,9,2.0,154/154,108/108,99/100,40,61,37,112,118,0.73
2000002,羊,Animal,0,8,2.0,149/149,112/112,99/100,38,56,38,113,118,0.72
2000002,羊,Animal,0,7,2.0,129/129,90/90,99/100,38,51,36,112,117,0.73
2000002,羊,Animal,0,9,2.0,152/152,108/108,99/100,42,58,37,112,118,0.73
2000002,羊,Animal,0,8,2.0,152/152,109/109,99/100,43,59,35,112,118,0.74
2000002,羊,Animal,0,6,2.0,131/131,93/93,99/100,37,50,35,112,117,0.74
2000002,羊,Animal,0,5,2.0,117/117,81/81,99/100,35,48,31,112,116,0.76
2000002,羊,Animal,0,5,2.0,117/117,89/89,99/100,36,46,34,112,116,0.74
2000002,羊,Animal,0,8,2.0,152/152,107/107,99/100,43,59,38,112,118,0.72
2000002,羊,Animal,0,9,2.0,151/151,106/106,99/100,39,58,37,112,118,0.73
2000002,羊,Animal,0,9,2.0,158/158,105/105,99/100,39,56,36,112,119,0.74
2000002,羊,Animal,0,6,2.0,123/123,86/86,99/100,38,52,35,112,116,0.74
2000002,羊,Animal,0,8,2.0,149/149,115/115,99/100,43,59,37,113,117,0.73
2000002,羊,Animal,0,9,2.0,150/150,108/108,99/100,42,57,38,112,118,0.72
2000002,羊,Animal,0,8,2.0,150/150,113/113,99/100,41,59,35,113,117,0.74
2000002,羊,Animal,0,8,2.0,152/152,103/103,99/100,40,56,38,112,119,0.72
2000002,羊,Animal,0,7,2.0,136/136,92/92,99/100,36,51,33,112,118,0.75
2000002,羊,Animal,0,6,2.0,127/127,81/81,99/100,35,48,32,111,117,0.75
2000002,羊,Animal,0,5,2.0,109/109,77/77,99/100,37,47,31,111,115,0.76
2000002,羊,Animal,0,7,2.0,129/129,98/98,99/100,37,51,36,112,117,0.73
2000002,羊,Animal,0,7,2.0,135/135,95/95,99/100,39,53,36,112,117,0.73
2000002,羊,Animal,0,5,2.0,116/116,77/77,99/100,36,46,33,111,116,0.75
2000002,羊,Animal,0,6,2.0,118/118,86/86,99/100,38,48,32,112,116,0.75
2000002,羊,Animal,0,7,2.0,132/132,101/101,99/100,41,53,37,112,116,0.73
2000002,羊,Animal,0,9,2.0,162/162,113/113,99/100,40,62,36,113,119,0.73
2000002,羊,Animal,0,6,2.0,123/123,97/97,99/100,37,52,34,113,116,0.74
2000002,羊,Animal,0,8,2.0,151/151,107/107,99/100,38,57,37,112,118,0.73
2000002,羊,Animal,0,8,2.0,151/151,107/107,99/100,38,56,38,112,118,0.72
2000002,羊,Animal,0,5,2.0,116/116,86/86,99/100,37,47,33,112,116,0.75
2000002,羊,Animal,0,7,2.0,140/140,100/100,99/100,38,52,37,112,118,0.73
2000002,羊,Animal,0,6,2.0,123/123,91/91,99/100,35,48,35,112,116,0.74
2000002,羊,Animal,0,9,2.0,163/163,123/123,99/100,45,62,37,113,118,0.73
2000002,羊,Animal,0,6,2.0,132/132,90/90,99/100,37,53,34,112,117,0.74
2000002,羊,Animal,0,5,2.0,118/118,80/80,99/100,37,48,34,111,116,0.74
2000002,羊,Animal,0,9,2.0,152/152,103/103,99/100,41,61,36,112,118,0.73
2000002,羊,Animal,0,5,2.0,116/116,84/84,99/100,34,46,34,112,116,0.75
2000002,羊,Animal,0,6,2.0,131/131,86/86,99/100,38,51,34,111,117,0.74
2000002,羊,Animal,0,7,2.0,127/127,100/100,99/100,36,51,33,113,116,0.75
2000002,羊,Animal,0,9,2.0,151/151,102/102,99/100,42,56,37,112,118,0.73
2000002,羊,Animal,0,5,2.0,117/117,85/85,99/100,36,47,33,112,116,0.75
2000002,羊,Animal,0,9,2.0,158/158,102/102,99/100,39,58,37,111,119,0.73
2000002,羊,Animal,0,8,2.0,138/138,109/109,99/100,39,54,36,113,117,0.73
2000002,羊,Animal,0,8,2.0,147/147,102/102,99/100,41,56,36,112,118,0.73
2000002,羊,Animal,0,9,2.0,162/162,111/111,99/100,43,62,37,112,118,0.73
2000002,羊,Animal,0,7,2.0,135/135,90/90,99/100,40,51,34,111,117,0.75
2000002,羊,Animal,0,6,2.0,127/127,85/85,99/100,37,52,34,112,116,0.74
2000002,羊,Animal,0,6,2.0,131/131,97/97,99/100,39,49,34,112,117,0.74
2000002,羊,Animal,0,5,2.0,115/115,78/78,99/100,35,49,32,112,116,0.75
2000002,羊,Animal,0,6,2.0,123/123,93/93,99/100,39,52,34,112,116,0.75
2000002,羊,Animal,0,8,2.0,149/149,103/103,99/100,40,57,37,112,118,0.73
2000002,羊,Animal,0,7,2.0,131/131,97/97,99/100,37,52,34,112,117,0.74
2000002,羊,Animal,0,9,2.0,168/168,113/113,99/100,42,62,40,112,119,0.71
2000002,羊,Animal,0,8,2.0,140/140,102/102,99/100,41,54,38,112,117,0.72
2000002,羊,Animal,0,9,2.0,166/166,106/106,99/100,40,62,39,112,119,0.71
2000002,羊,Animal,0,8,2.0,139/139,100/100,99/100,38,54,38,112,117,0.72
2000002,羊,Animal,0,5,2.0,115/115,78/78,99/100,35,47,34,111,116,0.74
2000002,羊,Animal,0,8,2.0,144/144,112/112,99/100,38,59,37,113,117,0.73
2000002,羊,Animal,0,5,2.0,111/111,85/85,99/100,37,47,33,112,115,0.75
2000002,羊,Animal,0,9,2.0,158/158,106/106,99/100,41,56,36,112,119,0.73
2000002,羊,Animal,0,7,2.0,132/132,94/94,99/100,39,53,35,112,117,0.74
2000002,羊,Animal,0,8,2.0,144/144,105/105,99/100,39,54,37,112,117,0.73
2000002,羊,Animal,0,8,2.0,151/151,102/102,99/100,38,58,36,112,118,0.73
2000002,羊,Animal,0,5,2.0,109/109,77/77,99/100,36,46,33,111,116,0.75
2000002,羊,Animal,0,5,2.0,115/115,83/83,99/100,35,47,31,112,116,0.76
2000002,羊,Animal,0,9,2.0,166/166,107/107,99/100,43,60,40,111,119,0.71
2000002,羊,Animal,0,5,2.0,111/111,82/82,99/100,37,47,33,112,115,0.75
2000002,羊,Animal,0,6,2.0,127/127,96/96,99/100,39,49,33,112,116,0.75
2000002,羊,Animal,0,6,2.0,129/129,96/96,99/100,36,49,35,112,117,0.74
2000002,羊,Animal,0,7,2.0,138/138,90/90,99/100,38,53,35,111,117,0.74
2000002,羊,Animal,0,9,2.0,154/154,111/111,99/100,39,58,36,113,118,0.73
2000002,羊,Animal,0,6,2.0,120/120,84/84,99/100,39,48,34,111,116,0.74
2000002,羊,Animal,0,8,2.0,151/151,110/110,99/100,43,56,38,112,118,0.72
2000002,羊,Animal,0,7,2.0,140/140,104/104,99/100,37,56,35,113,117,0.74
2000002,羊,Animal,0,8,2.0,151/151,101/101,99/100,43,57,38,111,118,0.72
2000014,牛,Animal,0,5,2.0,123/123,78/78,99/100,38,48,30,111,117,0.77
2000014,牛,Animal,0,10,2.0,186/186,109/109,99/100,49,64,36,110,121,0.73
2000014,牛,Animal,0,1,2.0,77/77,50/50,99/100,31,37,26,111,114,0.79
2000014,牛,Animal,0,2,2.0,95/95,62/62,99/100,32,41,28,111,115,0.78
2000014,牛,Animal,0,13,2.0,239/239,127/127,99/100,52,80,43,110,125,0.70
2000014,牛,Animal,0,6,2.0,138/138,91/91,99/100,38,54,33,112,117,0.75
2000014,牛,Animal,0,3,2.0,103/103,59/59,99/100,33,42,28,110,116,0.78
2000014,牛,Animal,0,7,2.0,158/158,89/89,99/100,40,57,32,111,119,0.75
2000014,牛,Animal,0,11,2.0,203/203,115/115,99/100,50,68,36,110,122,0.73
2000014,牛,Animal,0,10,2.0,180/180,100/100,99/100,47,63,35,110,121,0.74
2000014,牛,Animal,0,2,2.0,95/95,55/55,99/100,31,41,29,110,115,0.77
2000014,牛,Animal,0,14,2.0,243/243,143/143,99/100,54,83,39,111,124,0.72
2000014,牛,Animal,0,4,2.0,116/116,78/78,99/100,37,48,31,111,116,0.76
2000014,牛,Animal,0,7,2.0,164/164,94/94,99/100,44,58,35,110,120,0.74
2000014,牛,Animal,0,4,2.0,118/118,75/75,99/100,38,48,31,111,116,0.76
2000014,牛,Animal,0,13,2.0,222/222,131/131,99/100,54,79,40,111,122,0.71
2000014,牛,Animal,0,5,2.0,123/123,79/79,99/100,36,52,30,111,117,0.76
2000014,牛,Animal,0,13,2.0,225/225,141/141,99/100,50,79,38,112,122,0.72
2000014,牛,Animal,0,4,2.0,117/117,71/71,99/100,38,46,31,110,117,0.76
2000014,牛,Animal,0,7,2.0,151/151,100/100,99/100,40,59,35,112,118,0.74
2000014,牛,Animal,0,2,2.0,93/93,60/60,99/100,33,39,28,111,115,0.78
2000014,牛,Animal,0,10,2.0,180/180,116/116,99/100,46,63,35,112,120,0.74
2000014,牛,Animal,0,7,2.0,162/162,97/97,99/100,41,59,34,111,119,0.74
2000014,牛,Animal,0,10,2.0,196/196,112/112,99/100,50,69,36,111,121,0.74
2000014,牛,Animal,0,3,2.0,103/103,61/61,99/100,35,43,29,110,116,0.77
2000014,牛,Animal,0,13,2.0,222/222,120/120,99/100,51,72,41,110,124,0.71
2000014,牛,Animal,0,13,2.0,225/225,146/146,99/100,54,78,43,112,122,0.70
2000014,牛,Animal,0,14,2.0,234/234,135/135,99/100,57,78,39,110,124,0.72
2000014,牛,Animal,0,11,2.0,202/202,107/107,99/100,46,68,37,110,123,0.73
2000014,牛,Animal,0,10,2.0,190/190,111/111,99/100,50,64,39,110,121,0.72
2000015,马,Animal,0,7,3.0,172/172,97/97,99/100,50,53,50,119,131,0.66
2000015,马,Animal,0,11,3.0,234/234,136/136,99/100,61,71,60,120,134,0.62
2000015,马,Animal,0,20,3.0,346/346,200/200,99/100,76,96,81,120,141,0.55
2000015,马,Animal,0,13,3.0,236/236,122/122,99/100,59,73,62,118,135,0.61
2000015,马,Animal,0,16,3.0,303/303,150/150,99/100,72,84,74,117,140,0.57
2000015,马,Animal,0,17,3.0,309/309,174/174,99/100,69,83,72,119,139,0.58
2000015,马,Animal,0,5,3.0,140/140,84/84,99/100,44,52,46,120,128,0.68
2000015,马,Animal,0,12,3.0,238/238,118/118,99/100,58,71,60,118,136,0.62
2000015,马,Animal,0,10,3.0,210/210,106/106,99/100,55,65,54,118,134,0.65
2000015,马,Animal,0,6,3.0,158/158,98/98,99/100,49,55,49,120,129,0.67
2000015,马,Animal,0,5,3.0,135/135,80/80,99/100,44,49,43,120,128,0.70
2000015,马,Animal,0,8,3.0,186/186,111/111,99/100,53,61,51,120,131,0.66
2000015,马,Animal,0,17,3.0,310/310,151/151,99/100,71,89,70,117,140,0.59
2000015,马,Animal,0,8,3.0,192/192,109/109,99/100,55,60,54,119,132,0.65
2000015,马,Animal,0,15,3.0,271/271,135/135,99/100,66,74,67,117,138,0.60
2000015,马,Animal,0,14,3.0,251/251,131/131,99/100,66,80,63,118,135,0.61
2000015,马,Animal,0,6,3.0,152/152,95/95,99/100,48,55,48,121,128,0.67
2000015,马,Animal,0,6,3.0,150/150,82/82,99/100,49,53,47,119,129,0.68
2000015,马,Animal,0,8,3.0,196/196,114/114,99/100,55,62,54,120,131,0.65
2000015,马,Animal,0,6,3.0,163/163,93/93,99/100,49,55,47,120,129,0.68
2000015,马,Animal,0,10,3.0,205/205,110/110,99/100,55,63,54,119,133,0.65
2000015,马,Animal,0,11,3.0,216/216,125/125,99/100,61,66,57,119,133,0.64
2000015,马,Animal,0,6,3.0,150/150,90/90,99/100,47,53,47,120,128,0.68
2000015,马,Animal,0,19,3.0,318/318,168/168,99/100,72,88,76,118,140,0.57
2000015,马,Animal,0,15,3.0,269/269,156/156,99/100,69,83,68,120,135,0.59
2000015,马,Animal,0,20,3.0,342/342,169/169,99/100,81,95,77,117,142,0.56
2000015,马,Animal,0,9,3.0,196/196,103/103,99/100,53,58,52,119,133,0.66
2000015,马,Animal,0,7,3.0,174/174,91/91,99/100,50,58,50,119,131,0.66
2000015,马,Animal,0,7,3.0,162/162,87/87,99/100,47,54,51,119,130,0.66
2000015,马,Animal,0,13,3.0,254/254,139/139,99/100,64,70,63,119,136,0.61
2000003,鹿,Animal,0,17,3.0,261/261,180/180,99/100,64,79,67,123,134,0.60
2000003,鹿,Animal,0,20,3.0,278/278,180/180,99/100,63,92,70,123,135,0.58
2000003,鹿,Animal,0,15,3.0,249/249,146/146,99/100,63,76,63,120,134,0.61
2000003,鹿,Animal,0,15,3.0,227/227,135/135,99/100,54,74,57,121,133,0.64
2000003,鹿,Animal,0,16,3.0,236/236,155/155,99/100,64,73,65,121,133,0.61
2000003,鹿,Animal,0,5,3.0,123/123,86/86,99/100,41,47,39,122,127,0.71
2000003,鹿,Animal,0,18,3.0,259/259,157/157,99/100,62,80,66,121,135,0.60
2000003,鹿,Animal,0,7,3.0,147/147,92/92,99/100,46,55,46,121,128,0.68
2000003,鹿,Animal,0,11,3.0,186/186,124/124,99/100,52,60,51,122,130,0.66
2000003,鹿,Animal,0,20,3.0,302/302,192/192,99/100,67,93,69,122,137,0.59
2000003,鹿,Animal,0,10,3.0,180/180,112/112,99/100,48,63,48,121,130,0.67
2000003,鹿,Animal,0,19,3.0,291/291,178/178,99/100,71,81,71,120,137,0.58
2000003,鹿,Animal,0,14,3.0,210/210,128/128,99/100,57,66,55,121,132,0.64
2000003,鹿,Animal,0,10,3.0,182/182,120/120,99/100,52,60,51,121,130,0.66
2000003,鹿,Animal,0,14,3.0,231/231,158/158,99/100,59,76,59,123,132,0.63
2000003,鹿,Animal,0,10,3.0,169/169,106/106,99/100,46,61,51,121,129,0.66
2000003,鹿,Animal,0,14,3.0,231/231,142/142,99/100,56,75,57,121,133,0.63
2000003,鹿,Animal,0,9,3.0,168/168,111/111,99/100,47,55,50,121,129,0.66
2000003,鹿,Animal,0,12,3.0,204/204,122/122,99/100,54,69,53,121,131,0.65
2000003,鹿,Animal,0,18,3.0,267/267,153/153,99/100,61,76,62,120,136,0.62
2000003,鹿,Animal,0,15,3.0,238/238,149/149,99/100,58,78,61,122,133,0.62
2000003,鹿,Animal,0,20,3.0,303/303,194/194,99/100,70,93,69,122,137,0.59
2000003,鹿,Animal,0,9,3.0,162/162,107/107,99/100,50,57,49,121,128,0.67
2000003,鹿,Animal,0,16,3.0,245/245,167/167,99/100,57,78,61,123,133,0.62
2000003,鹿,Animal,0,18,3.0,271/271,159/159,99/100,60,86,67,121,136,0.60
2000003,鹿,Animal,0,19,3.0,279/279,164/164,99/100,61,85,68,121,137,0.59
2000003,鹿,Animal,0,11,3.0,196/196,132/132,99/100,52,64,50,122,131,0.66
2000003,鹿,Animal,0,18,3.0,249/249,152/152,99/100,59,79,64,121,134,0.61
2000003,鹿,Animal,0,16,3.0,243/243,166/166,99/100,56,75,60,123,134,0.62
2000003,鹿,Animal,0,12,3.0,208/208,123/123,99/100,54,69,54,121,132,0.65
2000009,狼,Animal,0,21,4.0,502/502,218/218,99/100,133,109,95,122,161,0.51
2000009,狼,Animal,0,29,4.0,635/635,290/290,99/100,167,135,110,122,168,0.48
2000009,狼,Animal,0,21,4.0,510/510,223/223,99/100,134,114,98,123,161,0.50
2000009,狼,Animal,0,33,4.0,717/717,334/334,99/100,186,156,133,121,172,0.43
2000009,狼,Animal,0,21,4.0,501/501,233/233,99/100,137,114,95,124,159,0.51
2000009,狼,Animal,0,22,4.0,497/497,209/209,99/100,133,115,91,122,160,0.52
2000009,狼,Animal,0,30,4.0,660/660,267/267,99/100,166,128,119,117,173,0.46
2000009,狼,Animal,0,20,4.0,451/451,224/224,99/100,128,105,87,126,155,0.53
2000009,狼,Animal,0,34,4.0,711/711,313/313,99/100,192,146,122,119,173,0.45
2000009,狼,Animal,0,21,4.0,466/466,202/202,99/100,138,104,89,122,157,0.53
2000009,狼,Animal,0,27,4.0,607/607,289/289,99/100,155,134,108,124,165,0.48
2000009,狼,Animal,0,31,4.0,667/667,309/309,99/100,171,137,126,121,170,0.44
2000009,狼,Animal,0,34,4.0,719/719,316/316,99/100,183,158,126,120,173,0.44
2000009,狼,Animal,0,27,4.0,620/620,280/280,99/100,160,130,112,122,168,0.47
2000009,狼,Animal,0,28,4.0,597/597,293/293,99/100,158,123,117,124,165,0.46
2000009,狼,Animal,0,29,4.0,649/649,265/265,99/100,167,141,110,119,170,0.48
2000009,狼,Animal,0,34,4.0,716/716,333/333,99/100,199,147,123,120,172,0.45
2000009,狼,Animal,0,28,4.0,637/637,275/275,99/100,160,133,118,120,170,0.46
2000009,狼,Animal,0,20,4.0,465/465,209/209,99/100,131,99,94,123,158,0.51
2000009,狼,Animal,0,31,4.0,667/667,280/280,99/100,175,147,118,119,170,0.46
2000002,羊,Animal,0,8,2.0,151/151,112/112,99/100,40,54,38,112,118,0.72
2000002,羊,Animal,0,11,2.0,172/172,115/115,99/100,44,62,40,112,119,0.71
2000002,羊,Animal,0,7,2.0,138/138,96/96,99/100,41,53,35,112,117,0.74
2000002,羊,Animal,0,1,2.0,75/75,52/52,99/100,28,36,28,111,114,0.78
2000002,羊,Animal,0,11,2.0,186/186,120/120,99/100,46,68,40,112,120,0.71
2000002,羊,Animal,0,9,2.0,154/154,106/106,99/100,39,58,36,112,118,0.73
2000002,羊,Animal,0,3,2.0,93/93,69/69,99/100,32,43,29,112,114,0.77
2000002,羊,Animal,0,15,2.0,216/216,159/159,99/100,52,80,43,114,121,0.70
2000002,羊,Animal,0,10,2.0,158/158,109/109,99/100,45,59,38,112,118,0.72
2000002,羊,Animal,0,7,2.0,129/129,98/98,99/100,38,54,35,113,116,0.74
2000002,羊,Animal,0,2,2.0,85/85,58/58,99/100,31,39,29,111,114,0.77
2000002,羊,Animal,0,2,2.0,82/82,63/63,99/100,30,40,30,112,114,0.77
2000002,羊,Animal,0,8,2.0,145/145,98/98,99/100,42,56,37,111,118,0.73
2000002,羊,Animal,0,10,2.0,157/157,107/107,99/100,40,59,39,112,118,0.72
2000002,羊,Animal,0,3,2.0,98/98,74/74,99/100,33,43,30,112,115,0.77
2000002,羊,Animal,0,12,2.0,190/190,120/120,99/100,45,64,39,111,121,0.72
2000002,羊,Animal,0,15,2.0,223/223,158/158,99/100,50,78,44,113,122,0.69
2000002,羊,Animal,0,11,2.0,185/185,123/123,99/100,43,68,39,112,120,0.71
2000002,羊,Animal,0,1,2.0,75/75,56/56,99/100,30,36,28,111,113,0.78
2000002,羊,Animal,0,7,2.0,135/135,104/104,99/100,38,53,36,113,117,0.73
2000002,羊,Animal,0,6,2.0,131/131,86/86,99/100,39,50,34,111,117,0.74
2000002,羊,Animal,0,15,2.0,227/227,144/144,99/100,50,73,47,111,124,0.68
2000002,羊,Animal,0,12,2.0,190/190,146/146,99/100,50,70,42,114,119,0.70
2000002,羊,Animal,0,7,2.0,129/129,97/97,99/100,38,52,34,113,116,0.74
2000002,羊,Animal,0,4,2.0,105/105,72/72,99/100,35,45,32,111,116,0.76
2000002,羊,Animal,0,9,2.0,158/158,110/110,99/100,44,57,38,112,119,0.72
2000002,羊,Animal,0,7,2.0,140/140,91/91,99/100,37,55,35,112,118,0.74
2000002,羊,Animal,0,9,2.0,152/152,119/119,99/100,44,58,36,113,117,0.73
2000002,羊,Animal,0,14,2.0,203/203,159/159,99/100,51,71,46,114,120,0.68
2000002,羊,Animal,0,8,2.0,152/152,99/99,99/100,42,56,37,111,118,0.73
2000003,鹿,Animal,0,17,3.0,267/267,181/181,99/100,64,82,67,123,134,0.60
2000003,鹿,Animal,0,11,3.0,186/186,112/112,99/100,51,62,50,121,131,0.67
2000003,鹿,Animal,0,6,3.0,129/129,85/85,99/100,41,52,41,121,127,0.71
2000003,鹿,Animal,0,13,3.0,216/216,132/132,99/100,52,72,53,121,132,0.65
2000003,鹿,Animal,0,11,3.0,192/192,113/113,99/100,48,66,50,121,131,0.67
2000003,鹿,Animal,0,18,3.0,260/260,179/179,99/100,66,84,69,123,134,0.59
2000003,鹿,Animal,0,6,3.0,127/127,81/81,99/100,41,50,42,121,127,0.70
2000003,鹿,Animal,0,5,3.0,127/127,86/86,99/100,39,48,41,122,127,0.71
2000003,鹿,Animal,0,12,3.0,200/200,125/125,99/100,50,69,52,122,131,0.66
2000003,鹿,Animal,0,9,3.0,163/163,104/104,99/100,48,55,46,121,129,0.68
2000003,鹿,Animal,0,5,3.0,118/118,82/82,99/100,38,49,41,122,126,0.71
2000003,鹿,Animal,0,6,3.0,135/135,86/86,99/100,42,52,41,121,127,0.71
2000003,鹿,Animal,0,15,3.0,223/223,136/136,99/100,61,69,57,121,133,0.64
2000003,鹿,Animal,0,13,3.0,223/223,138/138,99/100,59,73,56,121,132,0.64
2000003,鹿,Animal,0,17,3.0,269/269,157/157,99/100,67,78,67,120,136,0.60
2000003,鹿,Animal,0,10,3.0,180/180,114/114,99/100,50,58,52,121,130,0.65
2000003,鹿,Animal,0,11,3.0,190/190,134/134,99/100,55,65,53,122,130,0.65
2000003,鹿,Animal,0,19,3.0,269/269,191/191,99/100,62,86,71,124,134,0.58
2000003,鹿,Animal,0,15,3.0,231/231,144/144,99/100,59,72,57,121,133,0.64
2000003,鹿,Animal,0,12,3.0,200/200,134/134,99/100,54,67,55,122,131,0.64
2000003,鹿,Animal,0,16,3.0,251/251,154/154,99/100,59,72,64,121,135,0.61
2000003,鹿,Animal,0,7,3.0,140/140,91/91,99/100,41,50,46,121,128,0.68
2000003,鹿,Animal,0,18,3.0,269/269,158/158,99/100,60,83,66,121,136,0.60
2000003,鹿,Animal,0,15,3.0,239/239,139/139,99/100,57,72,61,120,135,0.62
2000003,鹿,Animal,0,7,3.0,139/139,97/97,99/100,43,55,44,122,127,0.69
2000003,鹿,Animal,0,5,3.0,116/116,77/77,99/100,39,45,41,121,126,0.71
2000003,鹿,Animal,0,15,3.0,241/241,156/156,99/100,62,71,61,121,134,0.62
2000003,鹿,Animal,0,18,3.0,283/283,173/173,99/100,69,81,69,121,136,0.59
2000003,鹿,Animal,0,18,3.0,272/272,158/158,99/100,68,80,62,120,136,0.61
2000003,鹿,Animal,0,6,3.0,135/135,94/94,99/100,41,51,42,122,127,0.70
2000011,熊,Animal,0,42,8.0,1625/1625,366/366,99/100,345,295,126,126,284,0.44
2000011,熊,Animal,0,41,8.0,1602/1602,371/371,99/100,331,298,112,130,282,0.47
2000011,熊,Animal,0,50,8.0,1886/1886,480/480,99/100,390,319,142,126,303,0.41
2000011,熊,Animal,0,47,8.0,1764/1764,414/414,99/100,353,332,135,127,294,0.42
2000011,熊,Animal,0,50,8.0,1862/1862,437/437,99/100,389,350,127,125,299,0.44
2000011,熊,Animal,0,60,8.0,2178/2178,566/566,99/100,456,396,154,124,318,0.39
2000011,熊,Animal,0,47,8.0,1803/1803,453/453,99/100,362,333,115,131,295,0.46
2000011,熊,Animal,0,45,8.0,1682/1682,394/394,99/100,347,299,130,127,289,0.43
2000011,熊,Animal,0,47,8.0,1704/1704,415/415,99/100,348,298,126,129,290,0.44
2000011,熊,Animal,0,43,8.0,1570/1570,350/350,99/100,331,285,112,128,281,0.47
2000011,熊,Animal,0,56,8.0,2146/2146,518/518,99/100,432,389,148,120,320,0.40
2000011,熊,Animal,0,48,8.0,1792/1792,428/428,99/100,356,304,129,126,299,0.44
2000011,熊,Animal,0,40,8.0,1503/1503,366/366,99/100,306,289,102,136,274,0.49
2000011,熊,Animal,0,46,8.0,1723/1723,395/395,99/100,360,294,119,125,293,0.46
2000011,熊,Animal,0,44,8.0,1676/1676,363/363,99/100,347,284,115,123,292,0.46
2000009,狼,Animal,0,30,4.0,652/652,291/291,99/100,181,145,113,121,168,0.47
2000009,狼,Animal,0,24,4.0,541/541,263/263,99/100,150,119,100,125,161,0.50
2000009,狼,Animal,0,29,4.0,645/645,309/309,99/100,172,142,111,124,167,0.47
2000009,狼,Animal,0,30,4.0,633/633,286/286,99/100,180,134,116,120,167,0.46
2000009,狼,Animal,0,28,4.0,632/632,296/296,99/100,163,123,114,122,169,0.47
2000009,狼,Animal,0,26,4.0,588/588,244/244,99/100,151,130,108,120,166,0.48
2000009,狼,Animal,0,20,4.0,461/461,191/191,99/100,127,97,86,122,159,0.54
2000009,狼,Animal,0,22,4.0,508/508,206/206,99/100,132,107,91,121,162,0.52
2000009,狼,Animal,0,32,4.0,702/702,333/333,99/100,176,141,129,122,172,0.44
2000009,狼,Animal,0,22,4.0,533/533,222/222,99/100,142,118,101,121,163,0.50
2000009,狼,Animal,0,32,4.0,723/723,340/340,99/100,182,153,126,122,173,0.44
2000009,狼,Animal,0,31,4.0,703/703,304/304,99/100,182,150,123,119,173,0.45
2000009,狼,Animal,0,31,4.0,707/707,307/307,99/100,188,150,124,119,172,0.45
2000009,狼,Animal,0,24,4.0,522/522,249/249,99/100,153,114,97,124,160,0.51
